census_tract,ces_30_score,ozone,pm25,diesel_pm,drinking_water,pesticides,tox_release,traffic,cleanup_sites,groundwater_threats,haz_waste,imp_water_bodies,solid_waste,pollution_burden_score,asthma,low_birth_weight,cardiovascular_disease,education,poverty,unemployment,housing_burden,hispanic,white,african_american,native_american,asian_american,other,pct_nonwhite
6019001100,94.0902462052279,0.064888548,15.4,48.52380944,681.195604236809,2.749603713,18551.95719,909.14,80.5,45.75,0.795,0,21.75,9.84876281959245,131.64,7.44,14.13,53.3,76.3,17.6,26.0,65.3,4.2,24.6,0.5,3.5,1.8,95.7
6071001600,90.6778394878377,0.062162956,13.31,38.55633868,904.657602541757,1.365359939,7494.236622,782.26,66.2,36.0,1.25,5,12.0,10.0,60.66,7.04,12.94,53.3,72.5,12.3,34.1,91.1,5.8,0.7,0.3,1.4,0.7,94.2
6019000200,85.9700359473448,0.062162956,15.4,47.44520804,681.195604236809,3.025629449,12454.94841,576.52,22.0,30.25,0.2,0,2.5,8.76465914730298,142.12,10.16,14.96,42.3,86.8,16.1,40.1,63.6,5.3,18.9,0.6,9.8,1.8,94.69999999999999
6077000801,82.4915205136136,0.046178296,12.54,24.11703633,278.756234647944,12.92626641,2387.782922,1305.01,50.1,132.1,0.795,19,27.0,9.17439005193763,142.17,6.23,14.72,40.8,61.3,19.6,21.1,57.4,6.0,12.5,0.3,20.9,2.8,93.89999999999999
6019001500,82.0308144614382,0.064888548,15.4,18.84594442,1000.2407938826,3518.413336,21790.70672,435.16,60.0,54.2,13.1,0,50.8,9.87807528496129,90.48,4.5,12.82,45.1,66.4,18.6,28.1,71.8,21.4,1.2,0.5,4.5,0.6,78.6
6037204920,80.7268722322429,0.046178296,12.89,56.52,714.47775890416,0.0,39040.17995,2943.44,36.7,25.0,4.93,7,3.85,9.45123842883366,68.74,7.35,10.4,53.1,66.4,11.6,22.0,98.1,1.2,0.1,0.1,0.2,0.3,98.79999999999998
6077000300,80.1789353864825,0.046178296,13.44,21.76038868,278.756234647944,172.4887379,707.5361575,885.52,89.7,149.05,0.135,14,2.3,8.40907881154003,169.56,8.36,12.7,46.0,76.2,14.4,24.3,51.8,16.4,16.4,1.3,9.9,4.1,83.49999999999999
6019001000,80.1348189617616,0.064888548,15.4,20.84831104,788.020248642287,1435.925031,6996.962409,243.54,15.45,20.0,0.0,0,10.0,8.23836325810747,142.28,7.83,14.96,47.4,74.5,20.0,31.8,52.7,2.7,28.7,0.4,14.3,1.2,97.30000000000001
6037206050,79.0252930058675,0.046178296,12.89,53.95780342,664.069078404159,0.0,10378.23648,2810.82,36.05,16.25,10.025,7,22.1,9.49547594941405,58.03,6.71,7.24,50.4,75.7,28.5,31.7,79.3,8.9,4.1,0.1,7.2,0.5,91.19999999999999
6019000400,78.5298504069111,0.064888548,15.4,54.35615906,681.195604236809,114.9596205,125383.892,815.36,15.95,13.5,0.755,0,0.5,9.101830483351,107.8,4.79,14.75,52.5,83.4,23.5,23.2,78.0,9.1,5.8,0.8,5.3,0.9,90.8
6099002100,78.5181409929464,0.053108966,12.89,24.58528557,826.142178519349,14.38347482,1033.797912,606.03,30.0,9.55,2.62,7,3.5,8.85802262485235,94.54,5.37,13.59,52.3,78.3,19.3,24.8,66.5,25.6,2.4,0.9,2.2,2.5,74.50000000000001
6029002500,78.4130559443127,0.064888548,19.18,20.4197843,1041.62196545901,3.466038086,49.70815719,675.16,42.4,46.25,10.26,0,13.6,8.70105307025667,89.83,6.28,11.77,41.3,73.8,28.5,26.8,76.7,5.1,15.9,0.7,0.4,1.2,94.90000000000002
6019000600,78.407309480949,0.064888548,15.4,54.2428129,681.195604236809,88.57778328,7030.451231,591.37,5.7,8.0,0.46,0,1.25,8.41445626684145,118.86,7.87,10.12,46.9,89.5,21.7,40.3,70.8,15.2,6.8,0.7,4.4,2.2,84.9
6019001201,78.048291039754,0.064888548,15.4,27.56479887,681.195604236809,0.0,19782.60168,347.88,98.65,71.8,4.275,0,20.0,8.71184936616581,89.51,5.28,12.74,52.3,70.7,20.1,31.2,83.1,5.1,3.7,0.7,6.6,0.8,94.89999999999999
6037205120,78.04368514444,0.046178296,12.89,50.07529908,664.069078404159,0.0,19178.66447,887.21,49.45,37.25,17.72,7,14.75,9.31369658192651,68.74,5.14,10.4,61.4,78.3,16.9,24.6,96.5,0.8,1.0,0.1,1.1,0.4,99.1
6019000902,77.6512102748134,0.064888548,15.4,47.94306919,681.195604236809,683.8111313,25476.58305,170.75,12.1,3.0,0.01,0,4.25,7.97516251850565,142.28,9.24,14.96,53.8,77.5,21.8,21.1,57.9,1.5,21.3,0.3,17.7,1.3,98.5
6037291220,77.4977633137772,0.044311971,12.05,27.16,695.72427971225,68.62502625,8937.64998,2467.25,17.4,65.55,0.855,18,3.45,9.85258072918796,66.49,6.54,8.87,31.4,53.4,8.9,37.3,65.1,4.5,11.5,0.1,17.0,1.7,95.39999999999999
6019001202,77.4057857076129,0.064888548,15.4,27.69926737,947.440029851002,11.74484277,8837.26905,291.45,30.5,38.25,4.28,0,23.0,9.35337692499643,78.61,4.94,11.16,51.6,77.8,21.6,30.2,72.5,2.5,11.7,0.4,12.3,0.6,97.5
6019000800,77.3991337373055,0.062162956,15.4,13.16316598,784.333099567035,1031.87455,7265.254475,127.2,22.0,15.0,0.1,0,7.0,8.06774902780728,142.28,8.9,14.96,44.3,76.5,18.5,26.8,66.9,4.0,6.2,0.6,20.9,1.3,95.89999999999999
6019000300,76.71244568056,0.064888548,15.4,53.06613317,681.195604236809,26.77793775,35783.10251,434.57,23.5,24.0,0.01,0,1.0,8.27349369847,142.28,8.12,14.96,28.2,78.7,11.5,32.0,62.8,3.4,25.7,0.9,5.8,1.4,96.60000000000001
6037239202,76.0434259278382,0.046178296,12.47,26.33,782.477603586435,0.0,4808.807974,930.42,145.8,29.85,0.485,0,15.0,8.14885514843352,91.39,7.0,12.62,51.4,76.3,13.6,38.7,82.6,0.7,16.1,0.0,0.0,0.6,99.29999999999998
6037226002,76.0364294112843,0.046178296,12.89,46.14155546,664.069078404159,0.0,6139.175596,1929.83,57.35,22.3,8.24,7,30.3,9.42768143154309,149.88,5.71,8.24,38.7,65.3,11.1,24.2,49.8,22.7,18.3,0.4,6.7,2.2,77.4
6077000700,76.0205580354035,0.046178296,13.5,22.05492215,278.756234647944,73.12628737,810.2517341,1022.65,74.75,102.6,0.1,14,13.55,8.71164619746993,123.86,4.25,13.58,55.8,79.5,16.5,31.9,74.4,4.0,4.8,0.3,14.3,2.2,96.0
6019000901,75.8642163582898,0.064888548,15.4,47.24005424,681.195604236809,699.8895835,13674.44729,195.77,14.2,10.0,0.0,0,6.0,8.24211998907839,142.28,9.09,14.96,52.5,80.8,26.2,12.1,54.4,3.6,21.9,0.1,18.5,1.5,96.39999999999999
6077000100,75.5398398582312,0.046178296,13.53,19.7345632,278.756234647944,18.63744226,629.2738636,495.25,60.7,96.85,0.15,14,7.5,8.02627657491812,176.3,6.53,10.87,36.3,86.0,30.8,36.5,51.9,17.0,15.2,1.0,11.9,3.1,83.1
6099002302,75.1923712728496,0.053108966,12.89,22.8352461,819.971879250017,19.78048128,658.156468,910.22,1.9,7.8,1.085,7,1.75,8.16474144353631,95.77,5.42,15.79,58.0,73.5,24.1,31.0,76.1,18.4,1.5,0.6,2.3,1.1,81.59999999999998
6071004900,74.9513451005299,0.064888548,12.47,32.45472677,854.915999525407,0.0,1111.567743,847.17,18.6,2.0,2.3,1,3.5,7.88561942695588,121.39,5.97,15.23,59.0,74.0,20.0,30.7,86.6,6.6,4.6,0.3,0.8,1.0,93.29999999999998
6037535400,74.4611600057381,0.044311971,12.05,25.04,777.348096415284,0.0,5904.681637,1094.36,92.55,51.5,0.7,0,27.2,8.25028420081519,88.42,5.27,12.7,59.7,75.4,17.9,39.6,86.4,1.1,11.9,0.0,0.1,0.5,98.9
6019000700,74.159502048296,0.062162956,15.4,19.62113434,681.195604236809,20.93860712,7246.016392,438.28,19.5,9.5,0.075,0,8.25,7.97600986089276,142.18,9.84,14.94,39.2,65.6,11.5,29.2,61.7,4.2,29.0,0.5,2.8,1.8,95.8
6019007100,73.780524772568,0.064888548,15.82,15.22674916,650.995349057627,388.5051094,735.6523341,543.06,27.4,33.0,0.425,0,9.1,8.51407493298563,101.34,5.92,11.65,56.6,71.2,15.3,17.0,87.8,7.3,1.1,0.4,2.6,0.8,92.69999999999999
6037243100,73.5392853207954,0.044311971,12.05,25.04,664.069078404159,0.0,5852.275263,2521.07,25.25,12.15,0.555,0,3.7,7.70465505386404,105.29,9.99,11.72,60.8,76.0,15.0,35.9,64.7,1.8,31.8,0.2,0.4,1.0,98.10000000000001
6037543305,73.5355934329444,0.042298794,11.63,31.19783973,383.104506477941,36.20032459,6896.098953,1418.39,53.0,149.5,2.675,13,10.75,9.34138196224654,106.87,10.0,12.47,19.7,34.1,12.1,30.6,27.2,26.9,37.3,0.6,5.2,2.9,73.2
6071005701,73.2757796309192,0.064888548,12.05,38.37,571.384599322465,0.0,707.1247544,747.98,50.8,2.0,2.5,1,6.0,7.6187527929561,131.79,8.97,18.3,42.2,89.3,17.4,19.8,59.3,19.2,11.9,1.0,6.7,1.9,80.80000000000001
6037204600,73.1296791519743,0.046178296,12.89,54.19404577,664.069078404159,0.0,10365.37086,2937.84,3.75,8.3,1.7,7,4.55,8.56835494556274,73.07,5.81,9.25,53.4,71.0,14.9,33.7,96.3,1.8,0.4,0.2,1.1,0.2,98.2
6037227010,72.6751294964742,0.046178296,12.89,42.59402172,664.069078404159,0.0,6136.500335,982.78,57.8,3.55,1.54,7,18.2,8.64160528643633,64.02,6.04,9.65,62.1,72.2,11.8,42.1,92.1,0.6,7.1,0.1,0.0,0.2,99.49999999999999
6099002301,72.388602592164,0.053108966,12.89,17.54621829,1131.89580149173,840.8855315,593.611198,1090.88,1.4,8.1,0.05,7,3.2,8.09366912746418,79.42,5.5,12.24,45.6,65.6,23.4,38.7,74.4,15.6,2.4,0.7,5.0,2.0,84.50000000000001
6077001900,71.8927536326129,0.046178296,13.61,20.70260662,592.208015961933,17.92748495,582.0127436,824.07,17.5,68.1,0.0,13,11.25,8.22292417560785,94.01,5.1,12.91,53.5,75.5,15.6,26.2,74.1,7.7,10.9,0.5,4.5,2.4,92.4
6037206032,71.5647433016312,0.046178296,12.89,62.68,664.069078404159,0.0,7806.44435,2658.05,78.5,15.55,1.105,7,6.5,9.24899148705328,95.89,4.17,10.33,42.7,69.2,8.2,37.2,80.3,2.0,1.2,0.2,15.5,0.7,97.9
6037226001,71.5319671769342,0.046178296,12.89,41.68431217,664.069078404159,0.0,5941.164907,2289.68,55.6,4.6,3.55,7,24.7,9.03486733599888,87.25,6.16,9.3,59.2,79.3,4.1,24.2,89.1,1.7,6.1,0.2,2.6,0.2,98.19999999999999
6037239501,71.3555626164565,0.046178296,12.05,26.33,664.069078404159,0.0,5153.308202,1289.16,22.7,14.5,0.675,0,4.75,7.74016514483035,72.52,7.41,10.79,50.4,72.2,17.6,35.8,74.8,0.7,24.0,0.0,0.1,0.3,99.19999999999999
6019002000,71.3423474198497,0.062162956,15.4,38.25,756.902941783115,0.022141496,3657.292495,827.41,6.25,10.5,0.31,0,5.0,8.01918991781513,91.21,8.44,8.81,42.1,80.7,21.6,24.6,58.3,22.5,8.1,0.9,7.9,2.4,77.60000000000001
6077005119,71.2999134857783,0.049512456,12.05,13.46661697,1050.74288908507,1994.228195,1144.795122,1088.07,34.0,290.05,3.01,11,14.55,9.86640989255021,65.67,6.3,10.67,18.4,34.7,11.3,18.8,29.8,22.5,10.1,0.3,33.1,4.3,77.6
6037203100,71.053083349913,0.046178296,12.89,31.02,527.51395981569,0.0,6735.289812,2969.91,9.8,41.3,0.66,6,5.5,8.59119832448427,76.55,5.17,8.65,57.7,76.1,14.9,36.4,95.8,1.0,1.1,0.3,1.5,0.3,98.99999999999999
6037530700,71.025645032505,0.046178296,12.47,31.02,647.115069535975,0.0,7999.793824,1829.52,29.6,40.0,0.5,0,10.0,8.40632445013734,54.46,8.0,10.53,46.4,54.3,19.0,22.5,95.2,2.1,0.8,0.2,1.5,0.2,97.9
6073005000,70.9097769029048,0.037784754,11.21,110.8,228.067595137786,0.0,1176.628601,1144.32,27.75,93.3,5.56,16,13.5,7.95143763010055,127.1,5.4,9.63,44.6,82.8,17.2,39.8,90.3,5.4,1.8,0.2,1.4,0.9,94.60000000000001
6037301601,70.9079431022223,0.053108966,12.05,25.93395604,904.347621475196,0.0,1882.547416,2095.06,52.05,88.7,2.675,8,9.75,9.44242449250967,32.65,6.33,9.9,27.2,49.9,12.2,39.4,18.9,66.8,1.2,0.1,8.3,4.7,33.2
6037185320,70.8889932795772,0.046178296,12.89,28.12,535.03476391443,0.0,3996.547625,1781.48,27.65,15.05,1.21,8,6.3,8.51192944361413,69.42,7.05,7.73,58.0,65.6,13.3,29.9,90.0,3.7,0.6,0.2,5.0,0.6,96.39999999999999
6037543202,70.8169045439508,0.042298794,12.05,35.92,444.217882899297,0.0,6626.914092,1641.48,20.9,63.5,1.25,6,6.2,8.30877943329697,110.81,5.2,12.82,48.2,62.9,14.8,42.0,73.6,0.9,23.5,0.0,1.1,0.8,98.99999999999999
6065030502,70.6273728388774,0.064888548,12.89,43.21738141,960.391765685939,0.0,940.1426992,1545.2,24.95,26.0,1.025,0,2.6,8.73020938156778,61.55,6.69,9.04,59.9,64.8,17.3,18.2,87.2,7.6,3.7,0.3,0.5,0.7,92.4
6071012500,70.6081468847369,0.064888548,12.47,29.03253066,671.637344425861,0.0,800.1737046,1617.04,40.15,3.0,0.21,1,15.25,8.08649300936521,95.84,7.47,16.38,40.5,70.0,7.3,27.5,87.7,6.7,3.3,0.4,0.8,1.1,93.3
6037531302,70.5864166218696,0.046178296,12.47,56.52,640.729552562552,0.0,58357.83013,3299.97,46.65,11.9,1.38,7,2.5,8.92957221262754,55.5,5.19,8.58,62.2,65.6,14.4,36.1,98.1,1.1,0.2,0.1,0.1,0.4,98.89999999999999
6019001301,70.5618584586953,0.064888548,15.4,24.31,681.195604236809,0.285478304,5811.241525,562.71,8.0,14.0,0.135,0,0.0,7.22374271569657,119.79,6.59,17.15,62.8,82.7,20.3,29.8,84.9,5.9,2.5,0.6,5.2,0.8,94.0
6019002502,70.5551672693415,0.064888548,15.4,43.34589467,681.195604236809,0.0,2492.474237,1119.37,0.0,8.0,0.01,0,5.0,7.05551672693415,115.44,7.2,16.4,62.4,87.5,23.1,37.2,66.6,5.2,3.6,0.5,22.4,1.8,94.89999999999999
6037402801,70.394239196474,0.057293727,12.89,22.90228176,863.720261637593,0.0,7176.500215,648.27,29.5,5.0,1.05,1,28.0,8.20606179998575,66.33,6.36,9.77,57.1,71.8,11.6,33.5,92.5,2.9,1.8,0.1,2.0,0.6,96.99999999999999
6019001304,70.2083168909438,0.064888548,15.4,24.31,681.195604236809,0.196136786,8703.269449,365.32,10.15,19.0,0.3,0,1.0,7.62721221658294,116.56,6.17,16.69,48.2,81.4,22.1,24.8,60.2,3.5,9.0,0.8,25.2,1.4,96.60000000000001
6077002201,70.1575282913487,0.046178296,12.85,21.69915773,278.756234647944,27.13045707,763.4048111,318.32,14.05,11.8,0.175,10,9.75,7.29091532514717,128.15,9.28,14.74,48.3,68.3,15.0,26.6,67.1,2.9,24.5,0.3,2.8,2.4,97.1
6037532304,69.9679377250305,0.046178296,12.05,26.10836524,613.113874605228,0.0,12105.33825,1825.61,68.65,91.4,3.47,11,28.0,9.35482326631712,56.67,5.29,10.24,42.0,47.7,12.6,21.4,87.8,5.9,3.6,0.7,1.3,0.6,93.99999999999999
6019001303,69.9578724666414,0.064888548,15.4,24.31,681.195604236809,0.0,15053.03477,347.82,4.65,17.0,0.625,0,1.0,7.25931601050291,98.82,7.93,14.14,63.9,92.1,13.0,31.2,64.4,3.9,4.3,1.2,25.7,0.6,96.2
6029002200,69.8939591901375,0.064888548,19.6,25.57,593.774143138549,0.0,38.46174593,583.48,15.2,16.0,7.245,0,5.2,7.21441525644718,89.83,8.2,11.77,62.0,80.6,35.4,36.7,75.8,3.3,19.2,0.3,0.3,1.0,96.6
6037205110,69.8510479449658,0.046178296,12.89,42.82,664.069078404159,0.0,14659.83047,974.3,20.15,4.75,9.06,7,8.1,8.682098224867,68.74,5.45,10.4,70.2,78.8,5.5,37.0,98.5,1.1,0.1,0.1,0.1,0.2,98.99999999999999
6037570502,69.7661267475176,0.042298794,11.63,24.21992349,220.006674130615,6.995394706,6181.981699,1191.12,14.0,78.0,1.755,7,8.5,8.24926507646094,87.58,7.45,10.71,37.1,45.2,15.8,22.4,54.8,11.0,13.9,0.3,17.7,2.3,89.0
6037291210,69.6213378928735,0.044311971,12.05,27.17307844,695.900050163042,26.85752549,7007.6189,2498.31,27.4,72.55,1.545,0,14.45,9.30247279784137,70.23,6.18,9.31,24.8,53.0,9.1,22.4,62.6,5.6,13.5,0.1,16.5,1.6,94.29999999999998
6037219901,69.4725885661905,0.046178296,12.05,24.45,664.069078404159,0.073622955,2007.831902,3125.62,3.1,7.05,0.21,9,3.5,7.83305363166052,100.42,6.1,9.96,44.7,74.8,12.6,37.9,79.8,2.2,16.0,0.1,0.6,1.2,97.69999999999999
6037534202,69.3692436035675,0.046178296,12.05,16.88502611,478.950672277816,38.62390244,8608.657111,713.01,8.7,16.25,0.45,10,3.7,8.08495861073525,48.15,6.44,10.08,60.0,75.4,17.1,34.4,95.6,3.0,0.7,0.1,0.3,0.2,96.89999999999999
6037540400,69.2351640653529,0.044311971,12.05,25.04,671.58180044142,0.0,5968.050135,2333.93,67.85,18.3,0.985,0,9.0,8.13848125774436,90.58,4.68,10.34,56.1,80.2,18.3,33.8,80.8,0.9,16.4,0.3,0.9,0.8,99.19999999999999
6065046700,69.1503473747241,0.064888548,12.89,15.57256304,859.757829748244,0.029184466,604.8258591,1258.41,28.2,181.5,0.455,0,4.9,8.31779381721529,66.89,6.75,10.66,32.1,67.8,21.3,24.4,55.6,24.0,14.6,0.2,3.2,2.4,76.00000000000001
6029002301,69.0804969743355,0.064888548,19.6,25.14811551,801.856132721188,1.417045815,22.92078576,509.04,14.75,8.7,0.975,0,6.5,7.64147180974638,86.67,6.29,11.35,49.4,76.3,21.8,31.2,85.0,9.4,3.4,0.5,0.9,0.9,90.70000000000002
6071002501,68.9945642581531,0.064888548,13.31,29.3115172,516.074684208832,22.11666032,5424.081436,1666.33,5.7,3.0,5.475,0,6.0,8.62110593532644,69.46,6.02,12.25,45.0,50.0,10.4,22.5,88.5,7.6,1.8,0.1,1.4,0.7,92.5
6019008502,68.9784920912014,0.064888548,16.24,9.161709714,697.418054503183,3880.176091,1549.949899,293.05,10.0,5.0,5.0,0,2.0,7.56913973751738,102.83,5.83,13.81,54.6,74.7,18.7,20.6,97.5,1.5,0.1,0.1,0.5,0.2,98.39999999999999
6019000502,68.9701636583667,0.064888548,15.4,54.39716928,681.195604236809,5.158867206,3938.730359,982.2,0.0,0.0,0.4,0,0.5,7.44773873384165,124.96,8.32,11.31,52.0,80.7,13.4,21.6,71.5,13.9,5.9,0.5,6.9,1.3,86.10000000000001
6037242100,68.8810506284987,0.044311971,12.05,25.04,771.743220191898,0.0,5842.945149,832.63,48.55,22.75,0.625,0,15.5,7.88850313114426,88.42,5.87,12.7,52.7,87.2,16.9,39.3,66.6,0.4,31.4,0.1,0.4,1.0,99.5
6037203500,68.818432917153,0.046178296,12.89,62.68,512.686675469405,0.0,6863.580217,3513.85,81.2,37.85,2.36,7,5.5,9.18202193407911,95.93,4.36,10.33,40.7,56.5,11.2,21.2,85.1,2.4,0.8,0.2,10.7,0.9,97.7
6037302401,68.6477588430203,0.051242641,12.05,24.86,900.638651738166,0.0,2433.697267,805.67,37.2,25.5,1.76,5,15.5,8.66277353119062,67.93,5.78,9.85,24.4,49.4,11.0,31.8,37.3,41.2,1.9,0.1,17.0,2.5,58.8
6037204820,68.4707667682173,0.046178296,12.89,52.08730273,664.069078404159,0.0,20285.50989,3666.72,18.0,9.0,3.745,7,2.0,8.90420349373084,68.74,5.71,10.4,58.4,50.7,6.1,26.9,97.9,0.8,0.0,0.3,0.9,0.1,99.2
6037532302,68.2961602314064,0.046178296,12.47,55.37070265,504.426530812511,0.0,75486.33394,2580.34,125.8,46.75,2.465,7,3.75,9.11252579917215,61.9,4.51,10.9,52.3,60.2,14.2,19.8,95.8,2.5,0.7,0.3,0.5,0.3,97.6
6073004900,68.2713390249398,0.037784754,11.21,110.8,228.067595137786,0.0,606.425948,1565.15,18.4,82.8,4.32,7,12.45,7.68488904905991,127.1,5.61,9.63,54.1,72.6,14.6,36.4,90.4,3.4,4.7,0.1,0.7,0.7,96.60000000000001
6037229420,68.2517361567714,0.046178296,12.89,26.33,783.0545129802,0.0,4903.856805,974.32,119.05,16.75,0.375,0,8.75,8.05658748811409,61.02,6.91,9.26,57.8,71.3,10.9,41.5,87.4,0.3,11.4,0.1,0.1,0.6,99.6
6099002200,68.2155774907412,0.053108966,12.89,23.58472648,826.142178519349,0.0,615.9232707,953.39,9.25,13.1,0.15,7,0.0,7.2720608091269,92.45,5.84,15.11,47.4,76.4,19.5,42.7,67.5,18.3,4.2,0.7,7.5,1.9,81.80000000000001
6073003902,67.787135099678,0.037784754,11.21,58.55697427,228.067595137786,0.0,4415.764498,1208.22,7.55,29.25,7.115,15,17.5,7.73157163474358,127.1,4.96,9.63,59.9,76.6,20.7,32.1,88.7,2.9,6.3,0.2,1.1,0.6,96.89999999999999
6037239701,67.7664841813035,0.046178296,12.05,25.9702559,664.069078404159,0.0,4785.991331,4775.03,7.55,1.5,0.5,0,1.5,6.98990966722407,95.56,8.41,13.17,54.7,79.2,13.2,47.2,76.8,0.7,21.5,0.1,0.3,0.7,99.39999999999999
6077002300,67.7526740667086,0.046178296,13.09,21.68,278.756234647944,1.064743731,845.7725384,367.83,16.4,38.35,0.02,16,8.0,7.13236817746417,128.15,5.59,14.74,58.3,74.9,18.0,39.0,78.7,3.3,6.9,0.3,9.1,1.7,96.7
6037570301,67.7168779343062,0.042298794,12.05,29.03,220.006674130615,4.41899092,6085.244937,1554.95,9.1,8.55,2.035,7,1.75,7.65197999019567,87.56,7.08,10.71,49.9,52.6,14.8,30.7,64.5,7.1,17.7,0.2,8.9,1.6,92.9
6071012400,67.6289820540747,0.064888548,12.05,41.05830797,877.970855632654,0.0,644.3547829,1493.05,22.65,4.5,0.445,1,7.5,8.29245101780524,96.15,5.48,13.33,36.5,57.9,16.0,19.3,80.7,8.9,6.0,0.2,3.5,0.7,91.10000000000001
6037128302,67.552864653191,0.055122143,11.21,25.49,618.051446782596,0.0,817.4485361,1595.64,0.25,14.0,0.27,7,8.5,7.45787296401283,66.93,7.47,12.2,38.3,71.6,12.8,40.7,77.8,13.0,3.9,0.2,3.6,1.4,86.9
6037242700,67.5189463581062,0.044311971,12.05,25.04,628.082335251844,0.0,5725.469925,2101.41,4.85,9.5,0.15,6,1.2,7.20515148391723,88.01,7.7,10.5,48.8,85.5,20.4,40.1,72.3,0.4,25.7,0.1,0.4,1.1,99.6
6065031300,67.4440966911766,0.064888548,12.05,17.52,960.391765685939,13.08425323,11168.95806,2174.7,16.0,10.0,0.5,0,0.0,8.47891893566204,60.13,5.41,8.93,51.5,63.4,17.1,35.7,92.7,2.8,1.9,0.9,1.2,0.4,97.10000000000002
6071007000,67.4434820978816,0.064888548,12.47,42.57554541,885.60580744281,0.0,830.7216942,1325.15,7.5,0.0,0.085,1,8.5,7.50174257201326,88.8,5.72,15.04,40.7,66.9,18.1,29.4,87.0,6.7,3.9,0.2,1.1,1.1,93.3
6037533001,67.4218107933816,0.046178296,12.05,23.49,575.056619385848,0.0,5709.953193,790.07,54.0,7.55,2.525,0,9.1,7.38895200115987,79.03,6.19,12.37,64.7,74.7,12.0,36.4,95.0,0.8,3.5,0.2,0.3,0.2,99.2
6037121222,67.3930703579549,0.055122143,12.05,23.31,618.051446782596,0.0,1022.925341,2055.12,18.25,2.6,0.975,4,26.65,8.03160050436233,77.04,7.03,8.41,41.4,70.8,11.6,41.8,85.0,6.5,3.1,0.1,4.4,0.9,93.5
6037532800,67.3147060211518,0.046178296,12.47,24.49277357,575.056619385848,0.0,5361.16416,1005.81,136.5,7.4,1.36,0,7.45,7.51775826088962,78.89,7.53,12.35,62.9,76.3,6.9,37.3,91.5,0.4,7.6,0.0,0.3,0.2,99.6
6037239601,67.2988765573461,0.046178296,12.05,26.33,664.069078404159,0.0,4678.640037,4021.64,6.75,6.3,0.52,0,1.75,7.21498975017844,95.56,5.57,13.17,53.9,77.2,17.4,47.1,82.2,0.3,16.4,0.2,0.2,0.6,99.6
6037575401,67.1953220398394,0.042298794,11.21,29.12,220.006674130615,1.426770925,14453.79426,820.59,0.0,57.0,1.2,19,2.5,7.41731480230176,116.32,6.19,11.4,54.2,79.1,14.2,23.7,76.9,5.7,11.5,0.2,4.5,1.3,94.4
6077002401,67.0773980737639,0.046178296,12.98,21.75540994,278.756234647944,0.0,949.3612286,1319.02,10.45,58.15,0.01,18,5.15,7.22499463483593,128.15,5.27,14.74,55.2,72.1,20.8,30.2,63.5,2.8,6.8,0.1,25.1,1.6,97.1
6037534201,67.0549674125868,0.046178296,12.05,18.49304841,475.439503121597,19.49257773,8988.652776,2757.89,24.3,29.75,1.005,10,2.95,9.06362459906401,48.15,4.54,10.08,61.3,70.9,10.2,34.0,95.4,2.7,0.8,0.3,0.6,0.2,97.3
6037122410,66.9286647607331,0.055122143,12.05,21.73,618.051446782596,0.002987886,1121.260416,808.32,16.5,45.0,0.395,0,3.5,7.43506871934715,78.9,5.37,13.7,47.1,73.8,16.5,34.2,83.2,7.6,4.6,0.0,3.3,1.2,92.3
6037239702,66.8742040174097,0.046178296,12.05,24.76,664.069078404159,0.0,4876.021333,3720.67,9.0,3.6,0.125,0,3.0,7.08701990427187,95.56,8.92,13.17,42.6,73.0,13.1,39.8,68.6,0.9,29.0,0.1,0.0,1.4,99.1
6073003601,66.7554671869211,0.037784754,11.21,42.59690328,228.067595137786,0.0,875.7058339,1703.39,5.25,66.5,3.675,11,7.5,7.4734842019649,125.77,5.69,9.56,56.7,74.5,16.8,38.3,89.6,2.9,5.5,0.0,1.5,0.5,97.1
6037228100,66.6825670583866,0.046178296,12.89,42.82,628.954588580959,0.0,6132.236744,530.13,46.6,4.25,1.395,7,13.85,8.15699737055726,65.14,4.9,9.6,67.2,76.2,12.4,41.5,91.3,0.4,7.3,0.1,0.1,0.8,99.59999999999998
6037292000,66.6672182371016,0.042298794,12.05,19.69867703,426.425805641079,0.029266368,10548.6642,2511.49,102.2,51.35,6.71,14,10.7,8.82213467086053,59.49,5.95,7.15,28.0,56.7,18.6,35.6,59.7,11.0,13.2,0.1,14.2,1.8,89.0
6037434001,66.5401751879379,0.049512456,12.05,32.03,782.359196161994,16.71199066,8051.796181,971.38,41.9,18.1,0.125,5,5.0,9.15838255487721,56.43,5.13,7.38,43.8,63.6,14.3,25.9,87.3,2.9,0.3,0.1,9.1,0.3,97.09999999999998
6037122122,66.513163300211,0.055122143,12.05,37.27646998,618.051446782596,0.000211652,1100.164818,1625.33,16.0,11.5,0.64,6,21.8,8.56753211128558,77.04,5.0,8.41,50.4,55.4,14.8,40.2,80.3,12.6,4.4,0.3,1.7,0.6,87.3
6099001500,66.4812904601704,0.053108966,12.89,15.42829571,1123.33867943909,1528.518048,564.7514342,650.75,21.95,17.05,0.08,6,5.5,8.5408027553972,83.51,4.38,13.4,30.3,54.6,25.0,20.9,54.9,31.0,4.6,0.4,6.4,2.7,69.0
