census_tract,ces_30_score,ozone,pm25,diesel_pm,drinking_water,pesticides,tox_release,traffic,cleanup_sites,groundwater_threats,haz_waste,imp_water_bodies,solid_waste,pollution_burden_score,asthma,low_birth_weight,cardiovascular_disease,education,poverty,unemployment,housing_burden,hispanic,white,african_american,native_american,asian_american,other,pct_nonwhite
6071002801,31.2949239662872,0.064888548,12.89,13.91891517,516.074684208832,0.0,2978.793072,676.61,0.0,0.0,0.025,0,0.0,4.93611776764346,36.9,4.5,9.03,30.3,57.1,14.0,31.1,81.1,8.7,6.5,0.3,2.3,1.1,91.29999999999998
6037482522,31.2899338350979,0.047908481,12.05,23.68,781.5469760576,0.12672256,7874.384318,1674.88,11.2,6.8,0.52,0,0.5,7.55970904904602,25.98,5.45,4.86,14.1,29.3,6.8,15.2,51.1,9.1,1.8,0.0,36.7,1.3,90.89999999999999
6069000702,31.2885660497912,0.04012721,4.92532709,12.88369598,755.210537338742,75.74609748,4.162333275,644.31,4.75,45.0,9.35,6,2.5,6.17696689657821,55.09,3.29,10.59,16.1,24.9,11.1,10.5,54.1,39.3,1.3,0.3,3.3,1.7,60.699999999999996
6065042213,31.2811213366928,0.064888548,12.89,13.82236222,960.391765685939,0.00042729,862.1300783,1576.69,0.0,0.0,0.05,0,0.0,5.79314830114808,62.49,3.51,9.23,5.7,37.6,16.4,22.7,22.3,47.5,6.5,0.3,19.2,4.2,52.5
6059087801,31.2661959147431,0.044311971,11.21,12.647939,283.255088508741,0.0,9631.062325,678.08,3.75,4.0,0.255,0,10.7,5.49649740968971,43.56,4.57,7.08,24.5,42.1,10.4,25.6,44.3,30.3,3.1,0.1,19.5,2.7,69.7
6019005406,31.2623526719809,0.064888548,15.4,35.05898229,791.910405388959,0.050890597,2231.957528,742.69,9.5,0.0,0.1,0,0.0,6.8665289454866,77.98,5.18,6.56,8.0,25.7,8.7,8.6,28.4,57.8,2.9,0.8,7.4,2.6,42.099999999999994
6077004002,31.2515367764492,0.046178296,11.84,8.636745697,670.108580744848,226.8740876,251.598702,1440.63,1.0,15.0,0.0,15,0.0,6.46354706611989,47.62,5.66,8.46,8.8,20.1,8.6,11.5,24.6,31.6,10.0,0.3,28.5,5.0,68.4
6019005906,31.2469580971876,0.064888548,15.82,2.946500891,607.663414797473,706.6271801,271.465454,195.18,0.0,17.0,0.1,2,0.0,5.85985995920877,64.0,6.14,8.63,5.90000000000001,23.5,12.7,10.5,26.7,64.7,0.4,1.0,4.6,2.5,35.199999999999996
6001434000,31.2431359933574,0.032532389,8.69794377,31.2,63.2714721662195,0.0,375.7434548,1851.76,4.5,30.25,0.0,1,0.0,4.24888597977923,64.89,6.25,7.18,28.2,42.2,17.0,24.7,45.8,17.0,17.3,0.3,16.1,3.6,83.1
6065043403,31.2189814667793,0.062162956,7.85958451,6.4954446,541.86161951368,0.0,6779.112645,390.25,0.0,0.0,0.0,0,0.0,3.41232226015178,98.89,7.48,16.72,27.1,75.8,20.1,38.2,47.6,37.5,9.7,0.7,1.8,2.8,62.599999999999994
6037106407,31.2121144175607,0.059636183,11.21,10.74,618.051446782596,0.0,525.5165859,1481.91,0.0,0.0,0.01,0,0.0,4.60132216434325,64.44,4.97,8.17,35.4,62.1,5.5,34.9,76.2,14.0,6.4,0.1,2.5,0.8,86.0
6097153300,31.2054978101374,0.029592333,6.18286598,10.19003648,569.284191406788,8.880244028,68.85224886,519.83,12.6,121.9,3.1,6,9.5,5.95655526353649,64.09,3.17,9.3,24.5,37.1,10.9,14.1,37.9,45.3,3.6,1.2,8.6,3.4,54.7
6037555212,31.2051441398422,0.044311971,11.21,12.6,332.788547496551,0.0,6015.984045,525.11,1.0,19.75,0.05,8,0.0,5.05131958607543,53.07,3.61,8.56,44.3,62.5,7.5,24.3,77.4,10.1,2.1,0.2,9.0,1.2,89.9
6019004406,31.2003699446555,0.064888548,15.4,36.88280149,806.923521973106,0.0,2333.314542,543.33,6.0,0.0,0.01,0,0.0,6.11558443125903,41.92,6.63,7.69,3.90000000000001,34.5,15.3,11.8,25.0,59.5,4.5,0.7,6.9,3.3,40.4
6053000400,31.1876505368581,0.032532389,5.34450672,19.37270941,451.514115720272,85.97760917,0.838147358,976.2,0.9,3.6,0.0,16,1.0,4.51336694840276,61.78,5.36,7.44,33.1,63.3,8.7,23.1,73.8,17.5,2.2,0.4,4.7,1.4,82.50000000000001
6001431000,31.183343506676,0.032532389,8.69794377,19.99082048,70.5995828962491,0.31259491,362.9762111,1912.33,12.0,22.75,0.05,1,0.0,4.71138596670987,68.95,6.02,9.63,16.9,32.3,8.5,18.9,22.7,46.9,6.5,0.3,19.2,4.4,53.1
6111000302,31.170017387974,0.053108966,8.69794377,1.520576116,478.78778407106,535.7044807,23.38996826,370.65,12.0,8.0,0.1,3,5.5,5.46819378082732,31.63,4.04,9.64,31.6,42.4,9.8,25.6,68.6,28.5,0.4,0.4,0.9,1.2,71.50000000000001
6059062611,31.1678135924397,0.046178296,9.53630303,23.75839484,376.928304928461,5.430117606,17757.22836,1656.64,0.0,5.0,0.01,8,2.25,6.58870229839648,22.92,5.47,6.0,4.5,46.0,9.3,31.3,11.2,42.0,2.4,0.1,39.5,4.8,58.0
6095252401,31.1638779768871,0.04012721,7.85958451,18.86526612,203.715867469692,0.0,763.7965843,1263.3,0.0,32.55,0.11,5,0.0,4.46636187867041,119.73,4.4,12.6,20.7,42.6,12.5,19.3,47.6,26.6,12.3,1.0,6.8,5.6,73.3
6037482702,31.1431129872599,0.047908481,12.05,23.09,798.464870217078,0.0,9344.603778,964.59,0.0,0.0,0.05,0,0.1,5.62944835450292,32.81,8.21,5.66,18.1,40.8,9.3,14.9,44.2,7.0,0.3,0.1,46.6,1.8,93.0
6037183101,31.1415861917727,0.049512456,11.63,18.35,513.878874502304,0.0,3111.757031,1041.14,8.1,4.0,0.0,3,0.0,5.56678683081726,40.64,6.37,6.63,26.5,35.6,9.5,15.5,66.5,20.8,1.8,0.4,8.5,2.0,79.2
6037128801,31.1273290858901,0.055122143,11.21,25.5785715,618.051446782596,0.0,847.2403696,2880.76,1.0,1.3,0.15,7,0.5,6.63948576970278,34.43,5.58,7.42,8.5,24.7,7.3,19.4,14.8,60.5,9.7,0.1,10.2,4.7,39.5
6095252502,31.1214864814358,0.04012721,7.85958451,25.18,203.715867469692,0.0,747.9940833,443.4,0.0,65.8,0.01,6,1.0,4.19005387167273,119.73,5.75,12.6,20.4,64.5,10.3,21.0,33.5,31.9,23.7,1.0,4.7,5.3,68.2
6073003001,31.1169797978313,0.04012721,11.21,10.00419642,228.067595137786,0.0,233.0850383,1412.96,6.35,22.7,0.0,2,0.2,4.41836390555128,92.91,6.78,7.25,20.1,31.2,13.6,20.7,45.1,6.5,39.4,0.2,5.9,2.9,93.50000000000001
6037275102,31.1104489870963,0.046178296,12.05,28.85,671.394006881289,0.0,1883.824128,4230.96,0.0,12.05,0.0,10,0.0,6.59231260368506,37.72,4.05,7.14,29.0,48.0,7.6,15.8,67.1,19.8,2.3,0.1,8.6,2.1,80.19999999999997
6085505009,31.1008287912189,0.035257981,10.37,29.7647424,198.545149100379,0.0,237.3187496,1247.79,95.5,46.7,1.2,3,5.9,6.59806507039579,29.32,6.9,7.48,13.8,30.4,4.3,12.9,23.9,28.8,7.0,0.3,35.8,4.2,71.2
6077004901,31.1001708445047,0.053108966,12.89,7.617083715,615.321312396917,973.8211221,45736.94732,317.76,7.0,3.0,0.1,0,8.0,7.01178424087286,42.27,3.82,10.53,11.1,30.9,4.1,19.9,27.1,68.7,0.4,0.8,1.3,1.6,31.200000000000003
6059076103,31.1001404257888,0.046178296,11.21,29.67,530.544760312122,0.0,59638.37859,2162.38,0.0,8.0,0.01,1,0.0,5.8505106696366,33.31,5.11,7.08,35.7,48.0,6.4,16.9,60.7,14.0,1.4,0.2,22.5,1.2,86.00000000000001
6001435400,31.0974420206332,0.032532389,8.69794377,29.71123463,58.7268646498079,0.0,391.3869423,841.8,12.05,42.0,0.0,1,0.0,4.16433978839333,104.82,6.58,10.92,17.6,35.0,9.7,20.3,33.1,26.3,19.5,0.6,16.2,4.4,73.80000000000001
6037600704,31.0811998124806,0.046178296,12.05,18.08,403.070375490755,0.0,4220.05128,683.69,0.0,13.0,0.0,0,0.2,4.73928107175292,108.51,7.3,8.39,4.90000000000001,25.5,11.9,23.5,9.7,1.8,85.1,0.2,0.8,2.5,98.3
6037125402,31.0777965079313,0.053108966,12.05,24.89,618.051446782596,0.0,1381.859506,2232.14,1.1,4.5,0.01,6,1.5,6.66981569633398,39.17,6.0,6.36,7.8,24.7,9.4,16.0,20.0,59.9,9.5,0.2,6.6,3.8,40.099999999999994
6067007010,31.0776780015379,0.047908481,9.1171234,21.06445135,79.066108594688,11.16475585,505.5699643,2116.99,1.5,0.0,0.0,7,0.0,5.0641604341538,79.89,7.37,9.64,4.3,34.9,8.8,15.2,23.3,47.5,13.5,0.6,9.2,5.9,52.49999999999999
6037106646,31.0644565858305,0.059636183,10.79,22.91,618.051446782596,0.0,447.1708187,2565.52,0.0,0.0,0.025,1,1.8,5.56409511877847,53.41,6.44,7.65,15.9,20.9,11.7,20.3,34.2,42.4,3.5,0.1,17.0,2.9,57.7
6037403312,31.0591180468098,0.055122143,12.05,59.94970952,512.842467770977,0.0,69947.71788,2723.37,1.85,9.5,0.12,1,3.2,7.55957724580219,24.76,4.91,7.68,13.2,20.3,8.2,14.8,33.8,24.1,4.4,0.2,35.2,2.4,76.0
6085503213,31.054104967225,0.037784754,10.37,23.8986484,479.227885783645,0.0,137.9758258,781.94,7.0,14.0,0.185,2,1.2,5.23384998016458,38.26,4.58,6.82,39.1,48.8,8.5,28.3,33.6,6.3,2.2,0.1,57.0,0.8,93.7
6037650001,31.0207715451588,0.044311971,12.05,22.51,288.267052396752,0.0,9881.735993,727.41,28.0,16.3,0.15,7,3.0,7.10274887018072,45.71,5.25,7.04,9.0,27.9,4.3,9.4,20.0,25.4,2.9,0.2,47.4,4.2,74.7
6067009800,31.0173162136422,0.044311971,8.27876414,4.278633948,624.848388667021,65.64537485,213.3263445,508.95,0.2,52.5,0.02,11,1.0,5.2110674010074,36.33,6.35,7.6,14.8,48.7,17.3,17.2,26.1,66.2,0.8,0.6,3.3,3.0,33.800000000000004
6037190402,31.0135749137303,0.049512456,12.89,36.19,664.069078404159,0.0,2350.001533,1238.34,1.15,2.75,0.1,0,0.0,6.18635905825773,31.88,3.47,6.63,8.7,57.8,8.8,36.2,17.9,60.1,4.5,0.1,14.0,3.5,40.0
6001438400,30.996238088657,0.032532389,8.69794377,33.09253414,58.539542575853,0.0,484.7603576,1738.72,4.5,9.1,0.1,1,1.25,4.6546793760106,107.81,8.4,13.26,19.6,19.2,6.0,9.7,32.7,24.6,5.1,0.5,33.4,3.7,75.4
6113011206,30.9700533928006,0.046178296,7.85958451,3.726168576,727.450395295787,758.0074788,55.89636861,318.62,3.1,40.7,0.31,9,4.0,6.16302818473423,49.69,5.71,9.26,9.8,24.3,8.5,11.0,33.8,49.5,2.3,0.5,11.0,2.8,50.39999999999999
6037570701,30.9656649679031,0.042298794,11.21,20.50946276,280.656740332919,0.730953066,5656.350717,679.81,1.75,45.75,0.395,0,8.2,6.44158000965462,49.91,7.13,7.87,6.40000000000001,19.2,4.1,16.6,25.3,30.9,20.0,0.2,20.0,3.6,69.1
6095252904,30.9491469985971,0.042298794,7.85958451,6.232456807,770.466583804126,81.10126852,375.597266,724.15,19.1,43.3,2.35,2,2.5,6.72074242227411,74.42,4.64,9.38,9.59999999999999,9.3,11.2,8.2,20.0,60.0,5.5,0.8,9.8,3.8,39.9
6037267501,30.9429243970776,0.046178296,12.05,31.88764943,588.448077222697,3.036646984,1358.288924,1521.54,12.7,16.5,0.37,0,2.7,7.81696113595034,19.33,4.18,7.32,17.2,45.7,4.5,16.2,32.7,40.7,2.5,0.1,20.2,3.8,59.3
6065043701,30.9336536618688,0.064888548,6.60204561,7.701787681,730.264942836031,73.52670257,791.3760688,200.29,0.0,0.0,0.0,0,2.0,4.51956769951068,59.01,4.79,13.84,16.1,57.1,19.9,19.9,26.2,67.4,2.2,1.2,1.4,1.7,32.699999999999996
6065043206,30.9330820488172,0.057293727,7.44040487,23.17948454,981.913668054486,0.0,184.8416136,1550.48,0.0,15.0,0.2,0,0.5,5.64691011913075,33.01,4.97,9.97,11.0,34.1,15.1,20.4,29.9,53.2,5.8,0.4,7.2,3.5,46.8
6037207501,30.9118084629177,0.046178296,12.89,60.7430199,664.069078404159,0.0,5269.605466,1366.44,15.65,12.75,1.955,0,6.5,8.17621531245753,29.02,5.49,4.77,3.8,22.8,0.0,24.3,14.5,27.5,7.9,0.3,46.4,3.3,72.39999999999999
6059032014,30.8985317424529,0.049512456,8.69794377,16.48404893,432.228193780137,8.012042862,3319.78634,2507.43,0.0,67.75,0.225,8,0.0,6.80518009683481,26.96,4.71,7.02,27.6,40.6,5.3,19.4,52.0,36.0,1.0,0.2,8.5,2.2,63.900000000000006
6037402002,30.8959512310985,0.059636183,12.89,35.2,728.61256356744,0.0,5394.171127,1903.17,0.0,3.0,0.11,1,0.1,6.84084818758842,34.03,5.38,7.67,12.4,41.3,8.9,8.9,32.5,50.7,5.8,0.4,7.0,3.6,49.3
6065043821,30.895636312048,0.067828605,8.69794377,21.27,410.658786465465,0.0,142.3463317,971.83,4.5,0.0,4.0,0,0.2,5.13626538649562,60.9,5.12,15.42,16.8,36.4,4.7,14.5,47.4,33.0,9.7,0.6,6.8,2.5,67.0
6065051100,30.8888061643439,0.064888548,12.89,12.25711816,747.774449527344,0.0,486.1137946,322.19,0.0,0.0,0.02,0,0.0,4.51415798181739,51.91,5.51,10.73,17.1,41.1,19.0,20.4,47.0,15.5,26.4,0.3,7.4,3.4,84.50000000000001
6059001507,30.8841239723238,0.047908481,11.21,13.41,555.688616949133,0.0,15305.79897,1625.84,19.0,5.5,1.145,0,4.0,7.01919265437823,36.98,5.12,8.26,4.3,19.8,8.1,17.6,25.6,49.0,1.9,0.3,19.8,3.4,51.0
6059074902,30.8817451132177,0.046178296,10.37,13.58695137,377.392609652288,0.0,21093.81528,783.96,4.6,3.5,0.0,1,0.0,4.66152190105751,46.57,5.8,7.82,63.4,74.4,7.1,14.2,97.3,1.6,0.1,0.1,0.8,0.1,98.39999999999998
6029000700,30.8748367502757,0.062162956,18.76,32.77309296,593.774143138549,0.0,27.90428141,441.51,0.0,0.0,0.11,0,0.0,4.85346696002659,111.62,5.02,12.57,16.0,37.2,9.8,9.9,42.5,50.5,1.7,0.8,1.8,2.6,49.4
6059011712,30.8590654572611,0.047908481,11.21,26.02072268,531.006984258601,0.0,14632.52423,1082.46,7.0,3.0,0.12,0,0.2,6.09673030905878,30.31,5.04,8.74,17.1,21.5,10.2,23.6,50.9,30.1,2.3,0.2,14.1,2.4,69.9
6065043312,30.8586188486602,0.062162956,7.44040487,6.4954446,910.478810366199,0.0,4922.201606,709.76,0.0,0.0,0.0,0,0.0,4.07775771494733,63.31,7.4,11.57,16.7,56.3,16.7,18.9,53.5,39.6,2.7,0.8,1.9,1.6,60.5
6037106010,30.8561265177543,0.059636183,11.21,10.74,618.051446782596,0.0,464.1786193,1186.0,0.0,0.0,0.1,0,0.0,4.77208622032383,64.44,6.51,8.17,22.7,39.4,7.4,23.7,67.1,19.7,5.2,0.3,5.8,1.9,80.3
6059087802,30.8526834089595,0.044311971,11.21,12.44040322,280.493456691229,0.0,9722.669006,1079.74,8.25,7.2,0.4,0,5.15,5.94350197379214,45.62,4.87,7.38,29.4,42.5,6.7,14.7,45.3,25.8,2.8,0.3,23.4,2.4,74.19999999999999
6037554512,30.83716286269,0.046178296,11.21,17.85,255.864519050122,0.0,5776.734541,1257.16,12.25,1.5,1.02,7,0.5,6.33957198533877,44.98,6.58,9.59,5.5,12.3,2.2,12.8,9.3,14.3,6.6,0.0,66.9,2.8,85.60000000000001
6053014302,30.8128580814328,0.035257981,5.34450672,3.114826625,717.939082218488,15028.70025,0.759032583,494.8,12.0,39.0,0.125,17,21.0,6.19298929399379,49.59,5.12,7.6,19.1,40.8,5.7,15.6,24.7,39.5,6.3,0.3,22.5,6.8,60.599999999999994
6013307205,30.8080912196989,0.04012721,7.85958451,13.2483377,82.0067477657303,0.0,494.8149059,594.19,16.5,14.5,0.01,0,11.0,4.08616339484622,175.02,5.64,13.58,20.5,40.4,7.8,24.2,31.1,38.8,17.2,0.5,7.4,5.0,61.199999999999996
6087110100,30.8067873340192,0.037784754,5.76368635,14.32818595,363.321107579665,13762.49404,1.086435281,506.0,1.85,30.25,0.1,14,0.5,5.02981557546261,62.57,5.36,7.43,37.3,44.8,7.8,15.2,74.8,19.9,0.3,0.4,3.4,1.2,80.10000000000001
6037125401,30.8056632563944,0.053108966,12.05,24.89,618.051446782596,0.000314068,1361.819912,789.09,1.5,10.0,0.035,6,2.5,6.67598013205689,57.11,2.42,8.88,4.0,30.3,11.1,17.0,27.4,46.7,14.3,0.2,7.2,4.2,53.30000000000001
6037408003,30.7957518956911,0.053108966,11.21,20.66,809.81989362645,1.62598503,12206.35559,724.59,3.0,0.4,3.5,2,0.0,6.99022578586924,34.73,5.42,5.94,24.1,20.3,9.9,10.4,60.5,9.9,4.2,0.2,23.8,1.3,90.0
6011000500,30.7937569282317,0.047908481,7.85958451,2.798917869,321.015046622282,237.784719,16.88985214,94.41,13.0,25.3,0.5,9,1.7,5.3691667428049,52.91,2.29,13.41,27.4,40.8,10.4,13.1,48.4,47.2,0.3,1.4,1.4,1.4,52.89999999999999
6037109601,30.7929752507202,0.057293727,11.21,20.42069664,618.051446782596,0.0,614.9257012,1645.3,0.0,0.0,0.06,0,0.0,5.16631659345416,61.6,6.43,5.82,27.3,27.3,10.2,19.3,70.0,15.0,2.9,0.1,10.2,1.6,84.8
6001433103,30.7832178604514,0.029592333,8.69794377,37.05132154,70.5995828962491,0.0,425.7381515,385.68,40.45,10.0,0.16,0,6.25,4.65455004134507,107.85,4.58,10.8,20.6,34.6,5.5,22.2,39.9,14.5,24.2,0.2,17.7,3.4,85.4
6037102104,30.7473712057261,0.055122143,12.05,38.89186737,697.733133690646,0.0,1186.296513,1923.71,13.1,25.2,0.305,6,0.0,8.02089519709894,38.17,4.12,5.42,9.3,17.1,11.4,17.5,14.6,66.8,2.4,0.1,13.0,3.2,33.300000000000004
6071008704,30.7443708853939,0.067828605,9.95548266,14.33878697,884.745132283515,0.123455676,293.1553027,1272.81,1.6,0.0,0.0,0,0.0,5.14812735616065,41.86,5.91,11.15,13.0,33.3,7.8,23.3,28.1,65.1,1.6,0.4,2.7,1.9,34.7
6071007409,30.7409584276584,0.067828605,12.05,14.14,620.969775580651,0.0,495.7301111,634.82,0.0,0.0,0.0,0,0.0,4.58206746521469,65.8,5.23,10.55,29.8,42.0,12.6,16.3,51.9,29.5,10.8,0.4,4.9,2.5,70.5
6073002402,30.7114397890764,0.04012721,10.79,24.13,228.067595137786,0.0,205.1211806,1622.58,1.2,0.0,0.0,0,0.7,3.84606589170932,80.83,5.12,9.97,47.5,73.9,11.2,25.4,68.7,6.4,9.3,0.2,13.5,2.0,93.7
6065043404,30.7068181652531,0.062162956,8.27876414,7.101027652,541.86161951368,0.0,8933.548947,410.83,0.0,0.0,0.0,0,0.0,3.53749176505984,92.02,6.67,15.68,26.8,62.5,30.2,25.1,25.4,66.4,3.6,0.7,1.7,2.2,33.6
6037403722,30.6979644129472,0.055122143,11.21,17.31,561.099031238081,0.0,5777.075779,474.15,0.0,0.0,0.01,3,1.0,4.99362627420548,55.86,4.52,8.45,14.1,47.6,12.1,25.5,62.5,21.7,3.7,0.2,9.8,2.1,78.3
6001408700,30.6930752303266,0.029592333,8.69794377,37.95665189,70.5995828962491,0.0,373.4989922,267.33,8.2,17.8,0.06,0,0.5,3.63612008386549,137.45,7.13,8.16,32.2,59.0,15.2,30.6,44.9,3.9,43.6,0.1,5.4,2.0,96.0
6059099247,30.6851300701259,0.046178296,11.21,15.88,377.392609652288,0.0,17400.88718,1279.89,0.0,0.0,0.0,0,0.0,4.4855448384262,38.05,6.89,6.84,40.6,49.3,9.0,29.8,45.2,6.8,0.5,0.3,46.3,0.8,93.1
6037189904,30.6759544895974,0.049512456,12.05,23.12,664.069078404159,0.0,1925.65554,1610.15,1.0,12.4,0.01,0,0.0,5.92536247605204,27.82,4.6,8.14,2.90000000000001,40.6,13.7,29.1,13.3,70.6,4.3,0.1,7.3,4.4,29.400000000000006
6065042402,30.6624205315879,0.064888548,12.89,11.51383502,747.774449527344,0.0,586.9221578,1169.45,0.0,0.0,0.0,0,0.0,5.14297828467159,46.4,5.98,9.21,20.4,37.3,12.6,12.4,52.8,27.7,11.4,0.4,4.9,2.8,72.30000000000001
6071004504,30.6609282929884,0.067828605,12.47,14.70847264,493.979039437272,0.0,1551.529823,612.31,12.4,0.2,0.1,0,0.0,5.49853472603969,72.92,4.81,9.78,13.2,30.0,14.7,8.5,42.6,35.0,13.4,0.5,5.0,3.6,65.1
6089011002,30.6577164416249,0.042298794,6.18286598,9.052038447,574.180993079928,5.285685083,9.590428622,184.64,22.2,28.0,2.6,2,5.0,5.22661666189487,79.1,5.74,9.05,8.3,48.5,8.3,15.9,7.8,83.6,0.5,3.2,1.4,3.6,16.5
6037269800,30.6511473125226,0.046178296,12.05,33.28,588.448077222697,0.0,1674.00242,3049.47,6.25,15.0,0.0,0,0.0,6.17998475110414,37.85,4.53,9.12,4.90000000000001,34.3,10.7,27.8,26.0,38.5,11.1,0.3,19.7,4.4,61.49999999999999
6037408505,30.6473021924,0.047908481,12.05,21.60226135,864.279342021476,0.0,9923.175312,1933.53,9.5,1.5,0.01,0,0.6,6.51530428039916,46.47,4.56,9.87,15.6,12.5,9.4,5.0,44.9,17.6,1.8,0.1,34.2,1.4,82.4
6073020601,30.6347815251578,0.047908481,10.37,21.3,267.082194299329,0.0,24.06630962,464.67,0.4,23.5,0.15,9,5.0,5.27081619180481,40.55,4.13,7.03,41.9,66.0,8.0,27.3,75.6,18.5,2.1,0.5,2.1,1.2,81.49999999999999
6001425101,30.6339101892776,0.029592333,8.69794377,33.75,70.5995828962491,0.0,401.5967559,3673.64,85.75,85.85,3.51,10,4.5,6.92633042550834,75.36,6.67,4.51,1.59999999999999,25.3,5.0,12.2,3.5,59.0,6.0,0.0,27.0,4.4,40.9
6085503212,30.6284907848021,0.037784754,10.37,22.95,639.186044698563,0.0,139.6734488,1880.77,8.6,0.0,0.01,2,1.0,4.98584002565193,40.54,6.6,8.72,24.7,27.1,8.0,20.2,31.5,7.9,2.6,0.3,56.0,1.7,92.10000000000001
6037113301,30.6186291580006,0.059636183,10.37,19.60714792,618.051446782596,0.0,472.1332868,1079.36,1.75,13.0,0.185,3,0.0,6.03244363094518,49.36,5.88,8.0,8.09999999999999,20.3,8.8,17.0,19.6,57.4,4.0,0.1,15.8,3.1,42.6
6037572002,30.6152325203923,0.042298794,11.21,20.9,220.006674130615,0.0,7540.650418,2600.55,9.0,27.8,0.0,12,0.25,6.27042794621477,49.44,6.62,6.99,6.90000000000001,25.5,7.2,15.3,17.4,37.7,20.3,0.4,20.0,4.2,62.300000000000004
6037311400,30.6113730762608,0.053108966,12.05,24.89,705.774969832949,0.0,1521.062097,1112.47,13.0,0.0,0.0,6,0.5,6.57043585298758,36.43,6.41,6.39,7.2,17.0,10.8,18.8,16.6,70.4,1.5,0.2,8.3,3.0,29.6
6037214800,30.6024989327784,0.047908481,12.05,29.3,664.069078404159,0.0,1735.683114,1126.66,0.1,39.5,0.56,0,1.0,6.8663218057566,34.59,5.85,8.67,6.8,18.7,6.2,17.0,7.0,82.6,3.1,0.2,4.5,2.5,17.299999999999997
6037602302,30.6000889602854,0.044311971,12.05,30.76,255.596015400866,0.0,5640.640767,2623.07,13.75,67.25,2.535,0,0.2,7.06908439415242,73.86,4.05,10.16,7.7,14.1,6.6,11.3,20.4,61.3,2.4,0.2,11.3,4.4,38.699999999999996
6085512506,30.5999253465559,0.04012721,7.44040487,28.52787576,417.264638058926,126.1485296,2.168751577,598.81,1.2,39.75,0.0,0,0.0,4.26606428326027,67.35,4.96,10.47,31.8,46.8,16.1,20.0,72.3,18.8,1.6,0.4,5.0,1.9,81.2
6037311600,30.5895541118771,0.053108966,12.05,24.71861477,708.514191530866,0.0,1663.616889,1810.12,14.25,7.0,0.3,6,0.2,7.59506295985038,31.28,6.05,5.59,5.8,19.6,8.6,21.1,16.0,64.4,5.1,0.3,11.1,3.2,35.7
6081612100,30.5849169316398,0.032532389,9.53630303,20.04543513,597.259567471614,0.0,182.3527645,2625.93,11.9,1.0,0.085,12,0.3,5.30860590162086,42.22,5.14,5.11,29.1,55.9,8.7,32.0,60.4,20.3,8.0,0.1,9.1,2.1,79.69999999999999
6047000702,30.5648010161406,0.057293727,12.89,9.099973442,650.48554508232,6788.533272,24.05011728,620.64,0.0,36.75,0.0,2,0.0,5.96672144796734,59.94,5.16,10.42,16.7,18.0,7.8,7.1,30.5,58.7,1.7,0.5,6.4,2.2,41.300000000000004
6037702801,30.553629663245,0.046178296,12.05,33.21465674,276.008057005755,0.0,1776.472407,2077.26,0.0,11.3,0.025,10,2.5,6.54047928708669,31.53,5.9,6.82,12.2,37.8,6.3,19.4,31.1,41.2,4.8,0.1,19.0,3.8,58.8
6001424002,30.5527713642816,0.029592333,8.69794377,33.75,70.5995828962491,0.0,468.9619887,551.54,29.85,49.3,0.665,10,0.0,5.42465530372433,85.49,6.03,5.33,9.59999999999999,37.1,7.9,23.7,17.0,27.9,41.7,0.7,7.5,5.1,72.0
6067001900,30.5463177568771,0.046178296,9.53630303,30.4,80.0144489989805,0.0,487.2416208,1644.98,39.5,70.5,0.175,0,0.0,5.79475380174099,58.56,4.85,9.05,7.59999999999999,45.5,6.5,17.6,21.3,57.8,6.3,1.0,8.6,5.1,42.300000000000004
6067003203,30.5436047689667,0.047908481,9.53630303,14.67,80.0144489989805,0.0,87.78780444,677.58,3.0,2.5,0.035,4,0.5,3.75305544292081,73.95,7.21,8.36,41.0,62.5,11.5,38.7,23.7,8.2,10.6,0.4,53.3,3.8,91.8
6059088104,30.5324376806989,0.044311971,11.21,11.51256131,363.764326707603,0.0,18335.95973,1268.6,3.25,22.25,0.815,0,0.75,5.90008443382378,31.65,6.24,5.44,21.7,35.2,5.7,21.7,36.8,29.2,1.9,0.3,29.9,1.9,70.8
6071002304,30.4993510390642,0.064888548,12.89,28.429093,641.079835259669,0.003627968,3151.42395,1074.16,4.0,0.0,0.01,0,0.0,6.202179621605,42.25,5.66,11.1,10.6,18.3,6.3,8.4,42.1,23.9,16.4,0.2,14.4,3.0,76.10000000000001
6073010402,30.4961568497815,0.037784754,13.31,2.7578424,132.472758659172,0.0,563.8534788,806.3,7.0,8.0,0.025,9,0.0,4.42051239965713,65.97,5.49,6.79,26.9,56.8,16.8,27.0,58.0,22.1,4.6,0.6,10.9,3.8,77.9
6037408137,30.4957660104917,0.051242641,11.21,24.76,748.833937959482,0.0,11494.34707,602.98,3.0,6.25,0.275,1,0.0,6.345555269978,37.93,4.75,6.74,17.8,33.6,14.2,9.7,39.8,9.7,6.6,0.2,42.0,1.7,90.3
6037106406,30.4868476768896,0.059636183,11.21,19.76911721,586.324641663176,0.0,455.837071,905.39,0.25,1.5,0.26,0,0.0,5.19052483213232,64.44,6.33,8.17,18.8,28.1,5.8,19.9,70.8,18.8,2.6,0.6,6.1,1.0,81.09999999999998
6065043602,30.4733174081117,0.064888548,7.85958451,9.9608913,264.971302331762,2.185231303,386.2914405,530.94,0.0,0.0,0.025,0,0.0,3.61605588490881,59.86,5.88,12.34,37.4,70.6,22.6,23.0,71.3,21.3,3.7,0.8,0.9,2.0,78.7
