STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE,FED_PER_STUDENT,STATE_PER_STUDENT,TOTAL_PER_STUDENT,PCT_IN_POVERTY,PCT_WITH_BA
MO,2009,893807.0,9472520.0,758650.0,3927189.0,240.684380944942,285.808001946777,223.84235777869597,267.29805648900395,848.7850285352431,4393.777403846692,10597.947879128267,15.5,31.666738100000003
MT,2009,141782.0,1607935.0,195705.0,765177.0,244.400751913997,291.542942879491,224.651750127955,273.58928971871103,1380.3233132555615,5396.855736271177,11340.896587719173,13.5,34.1881254
NE,2009,292161.0,3522481.0,297732.0,1182776.0,238.748463363704,284.259093531038,222.523307331545,261.898150017122,1019.0682534629876,4048.3705901882868,12056.643426056182,9.9,32.3901595
NV,2009,430985.0,4442101.0,425133.0,2272415.0,235.152273891367,274.148541684888,211.140588986901,269.739820132507,986.4218012227803,5272.608095409353,10306.857547246425,13.0,26.3160337
NH,2009,197024.0,2816162.0,146867.0,1002239.0,251.071752631735,292.321817220053,229.144520432665,251.305654614612,745.426953061556,5086.887891830437,14293.497238915055,7.8,38.8381689
NJ,2009,1354912.0,26510413.0,1014556.0,10401527.0,246.52986977977997,292.657227109585,229.394486392659,266.876460156868,748.7984459507331,7676.902263763254,19566.151159632507,9.3,41.4574412
NM,2009,328737.0,3703477.0,519973.0,2615320.0,230.029589245712,269.704253797704,207.645730781769,270.393925995333,1581.7294676291385,7955.660604069514,11265.774768279807,19.3,23.286978
NY,2009,2696688.0,55885116.0,3197833.0,25768345.0,240.641098758037,282.576915418605,224.36874884831101,267.067856574245,1185.8372195819466,9555.55295977881,20723.61207525676,15.8,37.7462881
NC,2009,1452064.0,15410564.0,1377661.0,8229140.0,243.77846013203305,284.332635252336,219.296045907462,253.84095441962998,948.7605229521564,5667.201996606211,10612.868303325477,16.9,30.2749995
ND,2009,94653.0,1150142.0,160294.0,407374.0,245.18952627083002,292.842488544915,225.967471901352,270.748158823326,1693.4909617233473,4303.867811902423,12151.141538038943,10.9,30.5494872
OH,2009,1729072.0,22779344.0,1531263.0,10226228.0,243.68755285939704,285.583013784517,224.532178118541,272.80263385761003,885.598170579363,5914.286970120388,13174.317784337494,13.3,29.063860700000003
OK,2009,644549.0,6029807.0,768972.0,3014993.0,236.780985587581,275.711956830545,217.19062755925304,254.129173669956,1193.0388535239372,4677.678500781166,9355.079287998276,12.9,24.3013827
OR,2009,560726.0,6158756.0,656298.0,3117315.0,238.03232724765098,285.036814371216,218.142340516871,264.288057457975,1170.4433181268566,5559.426529178243,10983.53919739766,13.4,31.856795700000006
PA,2009,1687145.0,26755585.0,1811141.0,9858461.0,243.58787315025,288.30416892392503,223.67943988465802,259.528486560755,1073.4945721914833,5843.280215986178,15858.497639503421,11.1,35.0478873
RI,2009,141521.0,2179714.0,206225.0,765069.0,238.76685909351104,277.92371937218996,222.704885161548,269.239984852546,1457.204231174172,5406.045745861038,15402.053405501658,13.0,36.0316644
SC,2009,714290.0,7669733.0,734602.0,3654658.0,235.66830247692798,280.380855413571,215.942298236521,268.67823553327,1028.4366293802236,5116.490501056994,10737.561774629352,13.7,26.0365877
SD,2009,126624.0,1258876.0,201889.0,412798.0,242.097789760041,290.619127707892,222.166592778336,259.495771007061,1594.3975865554714,3260.0296942127875,9941.843568359867,14.1,28.1404932
TN,2009,971484.0,8112895.0,870374.0,3800870.0,231.82548619984797,274.761821088186,216.737811108148,265.08924671643996,895.92211503226,3912.437055062153,8351.033058701943,16.5,29.378990100000006
TX,2009,4647205.0,48087531.0,4913841.0,19708771.0,240.464623710389,286.685076683873,218.858272374458,270.700536709088,1057.3755623003506,4240.994533273225,10347.624217136969,17.3,26.9047395
UT,2009,532433.0,4238943.0,535223.0,2224007.0,240.318712615955,284.068251870422,219.204130166973,259.885589729898,1005.2400959369536,4177.0645320631875,7961.458061389882,9.7,30.3827071
VT,2009,86320.0,1683034.0,102453.0,1336424.0,247.767226051132,292.866096352356,228.735783571246,257.27418459256097,1186.8975903614455,15482.205746061167,19497.613531047264,9.4,37.0424654
VA,2009,1235064.0,15251481.0,914507.0,6317714.0,243.07129688880002,286.069754986907,226.52756797670398,270.06099022928,740.4531263157213,5115.292810736934,12348.73739336585,10.7,39.7230241
WA,2009,1035907.0,12025012.0,1385421.0,7146416.0,242.25709121275398,288.722375608773,221.330110400417,260.94667619164903,1337.3990136180178,6898.7042273099805,11608.196488680933,11.7,32.8642814
WV,2009,281908.0,3097212.0,355325.0,1793917.0,232.983144485532,270.415765915327,214.520200208315,260.368795018986,1260.4289342622415,6363.483831604637,10986.605559260468,15.8,23.9853276
WI,2009,867035.0,10991081.0,1258519.0,4785070.0,243.585253522635,288.140726236317,220.135540597472,265.591577109328,1451.5204115174124,5518.889087522421,12676.628971148799,10.8,32.2610077
WY,2009,86971.0,1675761.0,108333.0,945765.0,242.009195680162,286.10403398533,222.65219632999901,272.305134189083,1245.6221039196973,10874.486897931494,19268.043370778767,9.2,22.5130527
AL,2011,746933.0,7376725.0,1077070.0,3965614.0,231.286019035945,269.09651583719,220.273413326721,257.383509312362,1441.9901115628845,5309.196407174405,9876.019669769576,15.4,26.5153604
AK,2011,131704.0,2357828.0,420152.0,1416163.0,236.35965802610698,283.2727978671,207.92369589694,267.54299418783296,3190.1233068092083,10752.619510417298,17902.47828463828,11.7,30.3174121
AZ,2011,946571.0,8429186.0,1245814.0,3054501.0,235.157597045644,279.033501713793,212.395049942915,270.966172221906,1316.1337078782258,3226.911663256111,8904.969621930104,17.2,31.559958399999996
AR,2011,475551.0,5176362.0,827026.0,3701224.0,237.810156979715,279.088205018109,216.51486397474997,258.421090379483,1739.0900239932205,7783.022220539963,10884.977636468011,18.7,23.4174828
CA,2011,6202604.0,70953331.0,9990221.0,37752712.0,234.164993212459,272.769803091291,211.35863599994,261.28525201639997,1610.649494954055,6086.590728668152,11439.281147079517,16.9,32.0903338
CO,2011,834832.0,8747471.0,969288.0,3493923.0,244.456097110102,291.7426728709,223.43384362777198,260.14800521382597,1161.0575540947161,4185.180970542577,10478.121346570328,13.2,43.5244085
CT,2011,530132.0,9783168.0,796156.0,3185501.0,242.413406903396,286.999944694085,227.42730425383598,259.140937770185,1501.807097100345,6008.882693366935,18454.21140395222,10.1,44.1311843
DE,2011,119878.0,1759170.0,192182.0,1010026.0,240.359832433478,282.769966403216,225.13051109460704,254.935218336086,1603.1465323078464,8425.44920669347,14674.669247067852,13.7,31.9093568
FL,2011,2636404.0,26453693.0,4710376.0,9069119.0,239.826451038787,277.837035214102,224.528585389604,274.681399470751,1786.6669903398722,3439.9579882294206,10034.00578970446,14.9,32.6405516
GA,2011,1666039.0,18030043.0,2267161.0,7492489.0,238.366542086539,278.483619188656,220.810720110917,265.83947553632004,1360.8090806997916,4497.187040639505,10822.101403388515,18.4,33.622438100000004
HI,2011,179601.0,2499513.0,347363.0,2088870.0,238.82192776062,277.836211052583,213.61457117423,242.056368171996,1934.0816587880913,11630.614528872336,13917.032755942339,12.1,30.2252615
ID,2011,265713.0,2089982.0,292602.0,1320153.0,240.328832465338,286.675063250389,220.82977062234002,272.349959976913,1101.195650946698,4968.341782298946,7865.561715083568,15.7,24.726388500000002
IL,2011,2072114.0,29507584.0,2894897.0,10030682.0,238.836878932328,283.228134687939,219.35749825998798,262.121374840411,1397.0741957247526,4840.79640405885,14240.328476135966,14.2,35.684588100000006
IN,2011,1023220.0,12125155.0,1024389.0,7340384.0,243.836875966553,285.00291608665003,220.731342685885,262.358643383963,1001.1424718046953,7173.8081741951855,11849.998045386134,15.6,26.9632434
IA,2011,493493.0,6098470.0,596688.0,2537754.0,242.60487294847198,284.92083605870397,220.70744695489498,257.188010446519,1209.1113754399755,5142.43160490625,12357.763939914043,10.4,30.7447929
KS,2011,482692.0,5538869.0,612100.0,2945175.0,246.25533479144298,289.61928267473996,223.565091158237,268.014671593394,1268.0964258781994,6101.5616583659985,11474.955043796044,14.3,39.8218424
KY,2011,672958.0,7104589.0,1164688.0,3704150.0,240.83070024317,281.608809706829,225.13506287332996,265.643729382276,1730.6993898579108,5504.281099266224,10557.254687513929,16.0,29.697138800000005
LA,2011,665109.0,8022917.0,1497262.0,3269321.0,230.778869270132,272.843333892634,210.410726308503,264.729844537772,2251.1528185605666,4915.466487447922,12062.559670670522,21.1,28.528110100000006
ME,2011,186835.0,2654366.0,289290.0,1043281.0,244.257016536718,288.73229763660197,222.03733220763698,264.55452746182596,1548.3715577916346,5583.969812936548,14207.006181925228,13.4,32.8875179
MD,2011,851971.0,13443940.0,1255964.0,5508339.0,247.106555813795,287.997802255227,230.78284121169602,267.336395789343,1474.1863279383927,6465.4066863778235,15779.809406658209,9.3,42.7539357
MA,2011,924903.0,15396681.0,1197383.0,5783240.0,253.39645576405,298.512431105164,236.773866580369,268.833963566714,1294.6038665676292,6252.807051117793,16646.806205623725,10.6,49.6277234
MI,2011,1455966.0,19374026.0,2525528.0,9845508.0,236.40221370650696,280.176517968298,218.860810368135,254.68834784390486,1734.6064399855493,6762.18263338567,13306.647270609341,15.0,32.1433202
MN,2011,798891.0,10912368.0,842906.0,6289912.0,249.186686145154,294.946422810345,222.30867236980401,269.872413013173,1055.0951256178878,7873.304368180391,13659.39533678562,10.0,41.3950894
MS,2011,490526.0,4516742.0,1006465.0,2071467.0,229.868022217831,269.235645624753,209.18802012976502,271.222896649808,2051.807651378316,4222.950465418754,9207.95635705345,17.4,22.7278685
MO,2011,896702.0,9915356.0,1344755.0,3828396.0,240.494831043156,281.947646246654,220.346171042259,275.36851762846,1499.6676710880538,4269.418379796187,11057.582117581986,15.4,30.7972054
MT,2011,141529.0,1631810.0,264517.0,713642.0,243.796606541624,292.907804277033,225.144216219664,265.194041240472,1868.995046951508,5042.372941234658,11529.863137590175,16.5,31.654688699999998
NE,2011,297659.0,3879388.0,571969.0,1153077.0,239.80326865057597,283.197044839966,223.311726013091,270.148960241064,1921.5578900688367,3873.818698577903,13032.994130867872,10.2,34.2819459
NV,2011,429610.0,4146577.0,447002.0,2359671.0,237.031878873139,278.113153726165,212.575191683097,253.83344043271302,1040.4832289751166,5492.58862689416,9651.956425595306,15.5,23.556796
NH,2011,189275.0,2947007.0,184768.0,1061011.0,251.77883682247003,292.10873973776,230.392676367953,266.76205134969103,976.1880861180824,5605.658433496235,15569.974904239862,7.6,43.09024960000001
NJ,2011,1399409.0,26242376.0,1283994.0,9331426.0,248.00416256175097,294.138771366004,231.23762972371003,272.87414076560697,917.5258984328384,6668.119184598641,18752.47050719268,11.4,39.2099519
NM,2011,331373.0,3591330.0,636436.0,2355210.0,232.840370734081,274.454701456959,208.01411935219,267.70386518897203,1920.6030666348802,7107.428788706383,10837.726670549502,22.2,29.705146399999997
NY,2011,2677412.0,57753776.0,5118477.0,23188002.0,237.519942618542,280.45302609298597,222.49381094408798,258.19326424883997,1911.7255767883319,8660.602850812651,21570.746676267976,16.0,42.9001121
NC,2011,1448117.0,14409515.0,2046954.0,7488570.0,244.51790076388198,286.267028242857,221.356963571717,272.078626455018,1413.528050564975,5171.246522207805,9950.518500922231,15.4,29.3514664
ND,2011,96255.0,1309044.0,186844.0,630430.0,245.15641599478298,291.998404485775,225.57752634611,275.183164316271,1941.1355254272503,6549.58183990442,13599.750662303259,9.9,34.4176643
OH,2011,1655534.0,23488657.0,2533882.0,9834235.0,244.038621552155,288.602596832439,223.82821391211002,255.86163460115003,1530.5526796791848,5940.219288761208,14187.964125170489,15.1,26.964629300000002
OK,2011,658163.0,5835133.0,968529.0,2741058.0,237.42908227430198,279.179608185009,215.47758572983398,265.69702830715,1471.5640350490687,4164.70995786758,8865.787046673848,13.9,25.779828
OR,2011,559631.0,6112484.0,848637.0,2792762.0,236.914497047468,282.518206779261,216.44015438168896,262.928956255321,1516.4224283501096,4990.363292955537,10922.347046536022,14.4,38.9904081
PA,2011,1670854.0,28492510.0,3371827.0,9261234.0,245.654910289272,286.10274173594104,227.23646319431,268.69421789306097,2018.0261111982252,5542.814632517265,17052.662889755775,12.6,34.9953303
RI,2011,139157.0,2212352.0,234111.0,768713.0,241.624774676562,282.875659622898,222.481596913528,268.283949224188,1682.351588493572,5524.06993539671,15898.244428954344,13.4,34.8671792
SC,2011,713511.0,7772777.0,1041572.0,3338715.0,237.303024975307,281.000133716553,214.899808914466,260.121264611744,1459.7840818151367,4679.276142904595,10893.703110393531,19.0,27.455693
SD,2011,125613.0,1297661.0,262395.0,374648.0,240.979792262817,290.61519679044,219.814446299081,264.225611626444,2088.9159561510355,2982.557537834461,10330.626607118691,14.5,35.0476201
TN,2011,986382.0,8679893.0,1272825.0,3955476.0,232.90111698293097,274.038710319906,214.640214936919,267.750596675669,1290.3976349933396,4010.0853421899433,8799.727691705648,16.3,29.1546767
TX,2011,4800196.0,51023159.0,7818075.0,19623258.0,241.10179365066003,290.34670935526503,218.320844616792,265.119556331117,1628.6991197859425,4088.011822850567,10629.390758210706,17.4,29.266722100000006
UT,2011,545395.0,4141253.0,500782.0,2058112.0,242.53751311453098,283.308332086503,220.41603448313703,260.30701989879503,918.2005702289166,3773.6172865537824,7593.12608293072,11.0,30.706625399999997
VT,2011,86982.0,1686499.0,106823.0,1329172.0,246.639729922321,293.882577068531,226.771642682085,268.941537575366,1228.1046653330575,15281.000666804626,19389.0575061507,11.6,38.0806874
VA,2011,1250852.0,14655345.0,1427301.0,5351177.0,245.333618143766,289.255411153431,226.37843469423998,259.20837071319903,1141.0630514241493,4278.0256976844585,11716.290176615621,11.4,40.804322
WA,2011,1042979.0,11905941.0,1367629.0,6758505.0,243.182884658018,288.107761945489,220.52878797215598,261.428390874698,1311.271847275928,6480.001035495442,11415.321880881591,12.5,32.4907958
WV,2011,282130.0,3475642.0,510256.0,1927726.0,234.655806758932,273.263173122564,214.386024190084,267.08740609916197,1808.5846949987595,6832.757948463474,12319.292524722645,17.5,23.304126899999996
WI,2011,864251.0,11664303.0,1002909.0,5226954.0,244.691865519641,288.665932686223,221.23990687237202,273.84076504911496,1160.4371878077084,6047.9582898949475,13496.429856604158,13.1,34.364217700000005
WY,2011,88165.0,1650621.0,154955.0,878979.0,243.874435027563,287.767926048951,224.062278090794,267.272891187823,1757.5568536267224,9969.704531276584,18721.95315601429,10.7,24.3502805
AL,2013,744548.0,7197439.0,811739.0,3898347.0,232.86133246614799,269.194280616502,218.57595339188,269.533726363214,1090.2440138177794,5235.857191208626,9666.856938706436,16.7,30.0420636
AK,2013,131091.0,2545117.0,320938.0,1707449.0,236.122004416339,281.559572836526,209.347288173954,268.803363090763,2448.2077335591307,13024.91399104439,19414.887368316668,10.9,30.5355375
AZ,2013,941726.0,8164324.0,1178356.0,2934165.0,240.30491147057597,279.722267962505,213.13413148086602,257.427838227608,1251.2726631737896,3115.7311149952325,8669.532326812681,20.2,34.1651975
AR,2013,477716.0,5067546.0,572096.0,3847045.0,239.89052210005002,277.91480245625803,218.523885266815,261.256092625584,1197.5650805080845,8052.995922263436,10607.86324929456,17.1,28.0953637
CA,2013,6208733.0,68868516.0,7836263.0,35141208.0,233.65446462441287,275.901350652197,212.54596789306305,260.448287236627,1262.1356080217975,5659.964440409985,11092.201259097468,14.9,34.8605459
CO,2013,851063.0,8826868.0,696266.0,3693829.0,246.975708032011,289.68180010957997,226.663219629357,261.964490796451,818.113347660514,4340.253306746974,10371.580012290511,10.6,42.9691266
CT,2013,517812.0,10319361.0,434543.0,3870444.0,243.440297394202,285.243972274119,229.58159936534,261.50245565870097,839.1906715178482,7474.612407591944,19928.779170818754,11.3,46.9796078
DE,2013,118685.0,1930466.0,151096.0,1124112.0,243.107758182676,282.338298596548,225.77165116252002,271.00908694257197,1273.0842145174202,9471.390655937988,16265.458988077686,14.0,35.344051
FL,2013,2680074.0,24681548.0,3027018.0,9455562.0,241.675809566843,280.855839554008,227.46317661052,265.98498149856204,1129.453141965483,3528.0973585057727,9209.278549771388,14.9,29.7997475
GA,2013,1682620.0,17459504.0,1805878.0,7580785.0,240.04723664592998,279.179110912454,221.83671251456798,247.739153738325,1073.2536163839723,4505.34582971794,10376.37969357312,16.3,34.8598155
HI,2013,184760.0,2331770.0,310778.0,1962923.0,243.308618941163,281.41292228842497,214.843879930676,276.994367424941,1682.0632171465686,10624.1773111063,12620.534747780903,11.1,32.387655699999996
ID,2013,272070.0,2015534.0,237912.0,1278155.0,240.722019842936,286.413881629757,219.30298595179198,265.828297127322,874.4514279413388,4697.890248833021,7408.144962693424,12.9,28.6975675
IL,2013,2069823.0,30057886.0,2311235.0,10382540.0,239.00020401700297,284.89764716416903,218.540183872207,264.615713463699,1116.6341276524608,5016.148723828076,14521.95960717414,13.3,41.9095796
IN,2013,1002772.0,12236713.0,980013.0,7503451.0,248.59677735800202,287.767653833023,225.33234084693905,259.96056954683496,977.3039135516347,7482.708930843703,12202.886598349374,11.6,26.4216793
IA,2013,499489.0,6281345.0,459132.0,3118413.0,245.793505546843,285.07013777479,223.81580463461103,270.22416855056196,919.2034259012712,6243.206557101357,12575.542204132624,10.8,35.5773826
KS,2013,488590.0,5667223.0,420820.0,3193838.0,246.18570187094397,289.518256078135,223.386368779104,266.898720958132,861.2947461061423,6536.846845002968,11599.138336846843,13.2,38.973295
KY,2013,685009.0,7216175.0,867735.0,3960822.0,241.469926794712,280.64544247634996,224.427540486587,267.272974657765,1266.7497799298988,5782.145928009704,10534.4236353099,20.0,30.1882216
LA,2013,671156.0,8121179.0,1229248.0,3370399.0,231.36630864378998,272.76096647842604,210.45496322432098,269.003449619325,1831.538420277849,5021.781821215932,12100.28517960057,19.2,30.182091600000003
ME,2013,184682.0,2650346.0,196466.0,1029166.0,245.84700179867198,288.73115973795603,224.83328901991797,266.887523609855,1063.806976316046,5572.63837298708,14350.862563758245,12.3,31.064348300000002
MD,2013,859252.0,13814727.0,828432.0,6093652.0,245.16937954677502,286.641381102957,232.05597314742198,269.616471686598,964.1315935255316,7091.810085981761,16077.619836788277,10.3,44.4747526
MA,2013,920968.0,16114783.0,818054.0,6428534.0,253.03378520177898,300.568235011147,232.37315597277302,257.351242737394,888.2545321878719,6980.192579981064,17497.6578990801,11.9,48.1536073
MI,2013,1381167.0,18270327.0,1636324.0,9882361.0,236.819778402754,280.133597093752,217.36516772931998,269.193764016326,1184.7401509013755,7155.0804500831555,13228.180951325945,14.5,32.4314579
MN,2013,802454.0,10848720.0,646542.0,6792440.0,253.420961133202,294.592972603507,227.030741772012,273.801903090503,805.7059968546483,8464.584885862616,13519.429151079064,12.0,42.9820191
MS,2013,492847.0,4444064.0,707522.0,2213501.0,231.105721411129,271.160967287249,208.518536453726,277.009559086016,1435.5814279076474,4491.253877978358,9017.127019135756,22.5,27.9547114
MO,2013,897224.0,10103589.0,894168.0,4235564.0,239.548361930055,282.988457911702,222.33418590941602,265.942963067388,996.5939386373973,4720.743092026072,11260.943755405562,13.7,36.54419539999999
MT,2013,142797.0,1671053.0,210593.0,788329.0,243.69888459472,289.228453008852,222.982749322942,271.019654579448,1474.7718789610424,5520.627184044482,11702.297667317942,14.5,29.832443399999995
NE,2013,303242.0,3870164.0,366241.0,1217306.0,243.157929125431,285.061348473454,223.252785111637,253.14781817765493,1207.751564756861,4014.3054062431984,12762.625230014311,11.0,34.0017745
NV,2013,431776.0,4131800.0,392009.0,2556472.0,236.262899387868,278.28668090862004,213.75531361813802,267.215011778953,907.8990031868376,5920.8293189061,9569.313718224264,17.4,23.0158994
NH,2013,187703.0,2976317.0,163890.0,1020089.0,252.993525166642,295.665123344221,231.998366395397,271.765782480696,873.1346861797628,5434.5908163428385,15856.523337400042,9.0,42.06577160000001
NJ,2013,1338657.0,28070096.0,1145079.0,10986132.0,246.87090919859298,296.053351131027,228.71974406764198,269.221914635868,855.3938761011971,8206.831174826712,20968.848629634027,11.1,43.4522524
NM,2013,327209.0,3518621.0,519318.0,2401884.0,232.78143293135602,272.76180889422903,205.756405354204,261.695982235772,1587.11404637403,7340.5193622424795,10753.435877375012,21.7,26.4233292
NY,2013,2629805.0,59623918.0,3335657.0,23632698.0,240.34981686683886,281.807787831651,223.81336257733997,274.307731748779,1268.4046916026093,8986.483028209315,22672.372286158097,14.5,43.1672091
NC,2013,1468228.0,12729402.0,1579889.0,7891977.0,244.801732892983,285.645388424867,222.227715159886,276.37798779341,1076.0515396791234,5375.171294921497,8669.908215890175,18.6,31.6299358
ND,2013,101025.0,1405349.0,145905.0,685348.0,246.424794889496,290.515111260981,224.08338500152198,255.87007704604198,1444.2464736451373,6783.944568176194,13910.90324177184,9.9,37.7761485
OH,2013,1613718.0,22536516.0,1721213.0,8990516.0,245.549796905114,289.528096752185,223.88774613674198,266.346063235407,1066.6132496508064,5571.305519303868,13965.58506504854,13.7,30.146683600000006
OK,2013,671445.0,5878111.0,715944.0,2890048.0,238.921877478041,275.50673202657697,216.988876495215,264.540999710832,1066.2734847977124,4304.221492452844,8754.419200381268,14.0,23.1390197
OR,2013,564006.0,6077498.0,471682.0,3041825.0,240.09925201800598,283.524589064024,219.132674237737,267.779199654396,836.3067059570288,5393.249362595434,10775.591039811634,15.1,34.5591119
PA,2013,1623694.0,28484645.0,2049113.0,9764558.0,244.012619964297,289.623651633339,226.40232361222093,269.086973442103,1262.0068806068139,6013.792007607344,17543.11157151532,12.4,37.3180068
RI,2013,136401.0,2282659.0,193393.0,841875.0,241.41673523663502,284.092212214805,222.80223975373198,261.931495221637,1417.8268487767684,6172.058855873491,16734.913966906402,13.5,38.01801939999999
SC,2013,722249.0,8254462.0,814137.0,3819285.0,236.625899742704,279.824608578537,213.64654387011,268.282662715666,1127.2248213566236,5288.044704804021,11428.831331022957,15.9,34.3030074
SD,2013,130296.0,1316613.0,194731.0,408009.0,240.98109972224202,287.270390625653,217.930744868492,272.085365342425,1494.5278442929944,3131.400810462332,10104.784490698104,10.3,31.939295
TN,2013,992461.0,9008032.0,1165801.0,4097627.0,239.774787022732,277.720127269641,219.735394665222,266.677052388789,1174.6567371413084,4128.753673947895,9076.459427624864,18.1,28.9266633
TX,2013,4897523.0,49734537.0,5695947.0,18873046.0,241.926288740505,288.198967599188,216.909597076471,261.449050699613,1163.0260848187954,3853.5900699190174,10155.038986034368,16.8,29.1997909
UT,2013,562315.0,4300793.0,409774.0,2235917.0,242.82068873480802,284.331486246838,222.767635531589,268.100772835989,728.7267812525008,3976.271307007638,7648.369686030072,8.3,31.5520174
VT,2013,89200.0,1817307.0,114697.0,1431621.0,247.803294738209,295.469562357463,227.98651907652697,265.359504625647,1285.840807174888,16049.56278026906,20373.396860986544,8.7,37.3049812
VA,2013,1264880.0,15322318.0,1108879.0,5874323.0,246.177456938875,288.142959517699,228.555737669337,263.684137731278,876.6673518436531,4644.1741509075955,12113.653469103789,10.4,40.4821712
WA,2013,1050901.0,12242231.0,1042200.0,7159428.0,246.288338069866,289.956988743835,225.048863335833,270.041925765873,991.720437986071,6812.656948656439,11649.27143470222,12.0,37.11657889999999
WV,2013,282310.0,3486366.0,383169.0,2027414.0,237.440632664342,274.430134697899,214.663401291545,274.368547733738,1357.2632921256775,7181.516772342458,12349.424391626226,17.3,31.2932859
WI,2013,863737.0,11097447.0,827432.0,5587013.0,244.706291648161,288.74578084165404,220.818103448031,267.589864309109,957.967529467882,6468.419206309328,12848.178322799651,11.0,34.2813941
WY,2013,91533.0,1695967.0,113501.0,881114.0,246.52240092011502,288.119137263578,225.84897495660198,272.036124410819,1240.000874001726,9626.189461724189,18528.476068740238,11.8,22.0617104
AL,2015,734974.0,7360222.0,795238.0,4080167.0,230.977422662321,266.555318518065,217.049089788052,269.020028155068,1081.9947372288,5551.443996658385,10014.261728986332,16.3,26.461081
AK,2015,130755.0,2920986.0,344111.0,2026555.0,236.32841695089687,280.493456179845,212.792600219066,258.753761500039,2631.7234522580397,15498.871936063633,22339.38281518871,9.2,29.5201121
AZ,2015,944978.0,8230507.0,1093834.0,3232013.0,237.61175542795,282.919489420654,215.311336461445,260.317018773005,1157.5232439273718,3420.1992004046656,8709.733983225007,17.2,30.5839651
AR,2015,479682.0,5308625.0,581412.0,4075118.0,235.215469726642,275.06475641246897,218.077496215637,262.769391809157,1212.0780016761105,8495.457407198935,11066.967282491318,16.1,26.7193438
CA,2015,6226523.0,78248042.0,7556365.0,42360470.0,231.54934500615502,275.324573012154,212.677948539849,258.76826797665797,1213.576983494641,6803.230310078353,12566.891987711277,13.9,34.7341433
CO,2015,872320.0,9648297.0,715254.0,4354525.0,241.563575620412,285.539188724412,224.023224923274,258.986842564294,819.9445157740279,4991.889444240645,11060.501880044021,9.9,44.5814321
CT,2015,505366.0,11099837.0,444073.0,4353546.0,240.159468855002,283.956677264342,228.947543364196,268.073225333677,878.7156239240471,8614.6396868804,21963.95681545652,9.1,45.7493888
DE,2015,121845.0,2017075.0,137544.0,1142333.0,238.67801881991002,279.810243773994,223.69869684708087,273.048030410963,1128.8440231441589,9375.2964832369,16554.4339119373,11.1,36.3221248
FL,2015,2743641.0,26971491.0,3118041.0,10661586.0,242.66432092861402,275.32381795874903,227.188968975009,247.65344494672402,1136.461002004271,3885.9260376995385,9830.546707823654,16.2,32.971247600000005
GA,2015,1717805.0,18584666.0,1831221.0,8310872.0,236.452519256357,278.711796774375,222.013497271819,277.191363427262,1066.0237919903598,4838.076498787697,10818.844979494179,18.1,32.6214067
HI,2015,182384.0,2703683.0,259390.0,2381547.0,237.895806837329,279.340145034503,215.124313046421,263.383001406664,1422.219054303009,13057.872401087814,14824.12382665146,10.9,31.1388539
ID,2015,274131.0,2167967.0,232449.0,1381205.0,238.79962471268502,283.742325345327,221.69006616565886,262.268605314622,847.9486085119887,5038.485249752855,7908.507246535415,12.3,33.404847100000005
IL,2015,2047123.0,32096832.0,2262192.0,11858968.0,237.307813789509,281.968567276813,222.02226769547298,257.35043981355,1105.05914886404,5792.992409347165,15678.995351036552,10.9,40.9293083
IN,2015,1004215.0,12456571.0,929878.0,7676341.0,247.65218362008702,287.175201077669,227.278891330949,268.553479550783,925.9750153104663,7644.121029859144,12404.286930587574,13.5,31.898388500000006
IA,2015,505311.0,6714410.0,458457.0,3460798.0,243.339911874178,286.41621998599,223.62939884096,266.806728332711,907.2769047180846,6848.847541415089,13287.678281296072,10.4,35.708788799999994
KS,2015,496920.0,5991731.0,475273.0,3967809.0,241.067208517258,283.871096311731,221.08988042430698,268.25346768003504,956.437655960718,7984.804395073654,12057.737664010305,14.2,31.2803982
KY,2015,688475.0,7548871.0,848963.0,4176753.0,241.72776193105202,277.947260135803,228.05516833276198,268.200596266662,1233.1065035041213,6066.67344493264,10964.62616652747,19.5,32.86669860000001
LA,2015,661015.0,8448743.0,1235580.0,3480365.0,234.28190182676997,268.432355132751,216.199337216284,266.76553060986,1869.2162810223672,5265.1830896424435,12781.469406896973,18.6,27.765661600000005
ME,2015,176176.0,2739589.0,183883.0,1060925.0,242.24465409976503,284.875476957911,223.728607946102,267.772900145423,1043.7460267005722,6021.960993551903,15550.296294614474,12.3,32.860327100000006
MD,2015,874108.0,14491642.0,819162.0,6267624.0,239.49975090765,283.149034098785,222.944189619399,255.46941777756905,937.1404906487528,7170.308474467685,16578.777450841317,9.6,45.716770000000004
MA,2015,916130.0,16985185.0,778939.0,6808436.0,250.56577782628202,296.908571436848,235.27542341878998,268.391236298695,850.249418750614,7431.735670701757,18540.14714068964,11.5,54.4611809
MI,2015,1345009.0,19025996.0,1582706.0,10510346.0,235.728893690295,278.168651923457,216.306630194926,267.905529723763,1176.7252115041608,7814.33135391659,14145.627278330481,12.8,35.3804346
