STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE,FED_PER_STUDENT,STATE_PER_STUDENT,TOTAL_PER_STUDENT,PCT_IN_POVERTY,PCT_WITH_BA
IA,2005,478319.0,4638125.0,363930.0,2051926.0,239.880801811134,283.81092883167196,220.80940018770698,270.508740857412,760.8520673441783,4289.869313157119,9696.719135137848,11.3,31.473200199999997
KS,2005,468481.0,4223632.0,356865.0,2360120.0,245.782046485738,284.030053484553,220.468749319458,255.77997000492599,761.749142441209,5037.813700021986,9015.588679156679,12.5,36.139340999999995
KY,2005,674502.0,5444309.0,646215.0,3121503.0,231.492305367483,273.983027164396,219.926817858434,256.872381537265,958.0623926986133,4627.863223533806,8071.598008604867,14.8,23.748773
LA,2005,717625.0,5975074.0,844640.0,2787542.0,230.23119641348597,267.755030846034,209.165658287644,248.50542302122105,1176.9935551297685,3884.399233583,8326.178714509668,18.3,23.5530497
ME,2005,198745.0,2324789.0,197651.0,895595.0,240.691459684627,281.058540918142,224.57777217037602,264.301743791415,994.495459005258,4506.25172960326,11697.345845178495,12.6,26.4386349
MD,2005,865561.0,9906219.0,670998.0,3729262.0,238.42170673666402,277.930794576753,220.02958576564998,263.517029687837,775.2174601212394,4308.491255960007,11444.85368448902,9.7,37.6401693
MA,2005,955225.0,12976279.0,761359.0,5434971.0,247.33704896217003,291.5135411152,231.279439344407,261.013686455544,797.0467690858176,5689.728597974299,13584.526158758408,10.1,42.3376962
MI,2005,1721351.0,19106382.0,1513264.0,10990030.0,237.70600298851105,277.346681960374,218.260689053895,267.00317168531103,879.1141376744197,6384.537494096207,11099.643245334624,12.0,29.736269099999998
MN,2005,814660.0,8777363.0,529037.0,5912340.0,245.746191132071,290.074995791089,225.226578117864,266.831233242163,649.3960670709254,7257.432548547858,10774.265337686891,8.1,37.7966239
MS,2005,494382.0,3639643.0,552628.0,1958500.0,226.698844722803,262.456242710419,204.39360704930303,263.938418419941,1117.8157780825352,3961.511543705071,7362.0054937275245,20.1,24.126917499999998
MO,2005,902659.0,8340865.0,694008.0,3640728.0,235.035547623939,276.44993926095003,221.16862279503,252.691593269226,768.8484798799989,4033.3370630548197,9240.327742813177,11.6,29.5765962
MT,2005,146552.0,1293070.0,191687.0,578321.0,240.575488552507,286.432001216413,224.552179792932,269.983443790132,1307.9794202740325,3946.182924832142,8823.284567934928,13.8,28.9341164
NE,2005,284553.0,2895640.0,295968.0,878576.0,237.706178475691,283.9629910353,221.377462774998,260.78238344543,1040.115549651559,3087.5654096073495,10176.100761545302,9.5,30.1173336
NV,2005,399727.0,3381646.0,251421.0,1996995.0,229.87159551387995,269.905585503685,207.186974378559,273.716062946534,628.9817800648942,4995.89719983889,8459.888874156613,10.6,23.1085385
NH,2005,202223.0,2332695.0,125956.0,878957.0,245.62592639978698,285.2533570362,227.438324133747,261.138472348508,622.8569450557059,4346.47394213319,11535.260578668103,5.6,35.9958099
NJ,2005,1368959.0,23026334.0,937945.0,9340953.0,243.978931397732,283.902604236295,223.298393451738,268.35667287108896,685.152002360918,6823.398655474707,16820.324056454578,6.8,40.8145297
NM,2005,326102.0,2982991.0,480888.0,2102670.0,224.027218256997,263.275162986677,206.79162070609902,250.530668896407,1474.655169241526,6447.890537316545,9147.41706582603,17.9,24.1125485
NY,2005,2816426.0,43936450.0,3156023.0,19202847.0,238.173976704232,279.716253699868,222.695200017251,264.659368767086,1120.5772848283605,6818.161386097133,15600.072574248357,14.5,33.8796431
NC,2005,1347177.0,11098165.0,1116670.0,6440768.0,241.23554932895803,281.82513658657797,217.13444866524398,269.224129746888,828.8962771781288,4780.936729175156,8238.08972391898,13.1,26.5097359
ND,2005,100413.0,969520.0,148482.0,341066.0,242.73699505931702,286.960953441317,224.810846710111,267.455694338449,1478.7129156583312,3396.6319102108287,9655.323513887644,11.2,30.0283906
OH,2005,1778784.0,19746239.0,1413888.0,8313858.0,242.105935222061,283.251774708647,222.533253783097,252.86906252292005,794.8621080468456,4673.899697771062,11100.976284922734,12.3,26.714598100000003
OK,2005,629145.0,4892548.0,678448.0,2440741.0,233.95532879955002,271.35990240867903,213.861450098821,269.65127033258597,1078.365082771062,3879.457040904721,7776.503031892486,15.6,25.7962681
OR,2005,550502.0,5022050.0,498217.0,2440758.0,238.324930566673,282.237325362273,216.899980219675,269.423228138126,905.0230516873688,4433.695063778152,9122.67348710813,12.0,30.7814787
PA,2005,1755560.0,22657782.0,1750988.0,7667114.0,240.57296331100704,280.713835066326,222.771980355527,251.03333074844502,997.3957027956892,4367.332361183895,12906.298844813047,11.2,32.40265160000001
RI,2005,153596.0,1903472.0,145957.0,747359.0,233.436772307714,272.345018074323,216.43986733386902,265.13856181731603,950.2656319174976,4865.7452016979605,12392.718560379175,12.1,30.148438100000003
SC,2005,701176.0,6337711.0,639308.0,2832245.0,238.302675325314,281.23432113535,213.20350717718102,258.160185489234,911.765377023743,4039.2782981733553,9038.687861535476,15.0,27.411372300000004
SD,2005,124862.0,1053504.0,176738.0,350316.0,241.594186083007,287.303617983357,222.39869209845298,270.243755830946,1415.466675209431,2805.6254104531404,8437.346830901315,11.8,30.4787614
TN,2005,940769.0,6806262.0,787269.0,2962151.0,231.688079714459,270.524576784271,214.221269348578,266.767281184036,836.8356100169118,3148.648605555668,7234.785584984199,14.9,24.2409746
